model,gamma,C,kernel,score
svm_classifier,0.011288378916846883,2.3357214690901213,rbf,0.5789473684210527
svm_classifier,0.011288378916846883,0.08858667904100823,poly,0.5789473684210527
svm_classifier,0.01623776739188721,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.01623776739188721,0.01438449888287663,poly,0.5789473684210527
svm_classifier,0.011288378916846883,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.007847599703514606,2.3357214690901213,rbf,0.5789473684210527
svm_classifier,0.011288378916846883,0.06158482110660264,poly,0.5789473684210527
svm_classifier,0.011288378916846883,0.04281332398719394,poly,0.5789473684210527
svm_classifier,0.007847599703514606,0.18329807108324356,poly,0.5789473684210527
svm_classifier,0.007847599703514606,0.18329807108324356,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,0.26366508987303583,poly,0.5789473684210527
svm_classifier,0.007847599703514606,0.26366508987303583,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.007847599703514606,0.5455594781168517,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,0.7847599703514611,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,1.1288378916846884,rbf,0.5789473684210527
svm_classifier,0.1,10.0,linear,0.5789473684210527
svm_classifier,0.06951927961775606,10.0,linear,0.5789473684210527
svm_classifier,0.007847599703514606,3.359818286283781,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,4.832930238571752,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,6.951927961775605,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,10.0,linear,0.5789473684210527
svm_classifier,0.007847599703514606,10.0,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,0.37926901907322497,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.01,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,2.3357214690901213,rbf,0.5789473684210527
svm_classifier,0.06951927961775606,0.01438449888287663,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,3.359818286283781,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,4.832930238571752,rbf,0.5789473684210527
svm_classifier,0.06951927961775606,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.06951927961775606,0.029763514416313176,rbf,0.5789473684210527
svm_classifier,0.06951927961775606,0.0206913808111479,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,10.0,linear,0.5789473684210527
svm_classifier,0.06951927961775606,0.01,rbf,0.5789473684210527
svm_classifier,0.06951927961775606,0.5455594781168517,poly,0.5789473684210527
svm_classifier,0.04832930238571752,10.0,linear,0.5789473684210527
svm_classifier,0.03359818286283781,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.04832930238571752,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.04832930238571752,0.06158482110660264,rbf,0.5789473684210527
svm_classifier,0.03359818286283781,10.0,linear,0.5789473684210527
svm_classifier,0.04832930238571752,0.029763514416313176,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,2.3357214690901213,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,1.623776739188721,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,3.359818286283781,rbf,0.5789473684210527
svm_classifier,0.06951927961775606,1.1288378916846884,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,4.832930238571752,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,6.951927961775605,rbf,0.5789473684210527
svm_classifier,0.01623776739188721,10.0,linear,0.5789473684210527
svm_classifier,0.01623776739188721,10.0,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.01,poly,0.5789473684210527
svm_classifier,0.04832930238571752,0.01,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.12742749857031335,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,1.1288378916846884,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.18329807108324356,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.26366508987303583,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.023357214690901212,0.37926901907322497,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.5455594781168517,rbf,0.5789473684210527
svm_classifier,0.023357214690901212,0.7847599703514611,rbf,0.5789473684210527
svm_classifier,0.007847599703514606,0.12742749857031335,poly,0.5789473684210527
svm_classifier,0.01623776739188721,0.029763514416313176,poly,0.5789473684210527
svm_classifier,0.00020691380811147902,10.0,linear,0.5789473684210527
svm_classifier,0.0026366508987303583,6.951927961775605,poly,0.5789473684210527
svm_classifier,0.00379269019073225,0.01,sigmoid,0.5789473684210527
svm_classifier,0.005455594781168515,0.01,sigmoid,0.5789473684210527
svm_classifier,0.00029763514416313193,10.0,linear,0.5789473684210527
svm_classifier,0.0026366508987303583,10.0,linear,0.5789473684210527
svm_classifier,0.0012742749857031334,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.00029763514416313193,1.1288378916846884,rbf,0.5789473684210527
svm_classifier,0.00029763514416313193,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0008858667904100823,10.0,linear,0.5789473684210527
svm_classifier,0.00029763514416313193,0.06158482110660264,sigmoid,0.5789473684210527
svm_classifier,0.0012742749857031334,6.951927961775605,rbf,0.5789473684210527
svm_classifier,0.0008858667904100823,0.01,rbf,0.5789473684210527
svm_classifier,0.0026366508987303583,4.832930238571752,poly,0.5789473684210527
svm_classifier,0.00020691380811147902,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0012742749857031334,10.0,linear,0.5789473684210527
svm_classifier,0.00379269019073225,0.01438449888287663,sigmoid,0.5789473684210527
svm_classifier,0.00379269019073225,10.0,linear,0.5789473684210527
svm_classifier,0.0012742749857031334,10.0,rbf,0.5789473684210527
svm_classifier,0.00042813323987193956,10.0,linear,0.5789473684210527
svm_classifier,0.00379269019073225,1.623776739188721,poly,0.5789473684210527
svm_classifier,0.0006158482110660267,10.0,linear,0.5789473684210527
svm_classifier,0.0008858667904100823,0.01438449888287663,rbf,0.5789473684210527
svm_classifier,0.0006158482110660267,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0006158482110660267,0.04281332398719394,sigmoid,0.5789473684210527
svm_classifier,0.00042813323987193956,10.0,sigmoid,0.5789473684210527
svm_classifier,0.00379269019073225,1.1288378916846884,poly,0.5789473684210527
svm_classifier,0.0008858667904100823,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.00042813323987193956,1.623776739188721,sigmoid,0.5789473684210527
svm_classifier,0.0008858667904100823,0.0206913808111479,rbf,0.5789473684210527
svm_classifier,0.0026366508987303583,0.029763514416313176,sigmoid,0.5789473684210527
svm_classifier,0.00042813323987193956,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0008858667904100823,0.08858667904100823,rbf,0.5789473684210527
svm_classifier,0.00379269019073225,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0026366508987303583,3.359818286283781,poly,0.5789473684210527
svm_classifier,0.00379269019073225,2.3357214690901213,poly,0.5789473684210527
svm_classifier,0.0001438449888287663,0.12742749857031335,sigmoid,0.5789473684210527
svm_classifier,0.005455594781168515,0.5455594781168517,rbf,0.5789473684210527
svm_classifier,0.0001438449888287663,10.0,linear,0.5789473684210527
svm_classifier,0.005455594781168515,0.7847599703514611,poly,0.5789473684210527
svm_classifier,0.0018329807108324356,10.0,poly,0.5789473684210527
svm_classifier,0.0001438449888287663,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0001,10.0,linear,0.5789473684210527
svm_classifier,0.0018329807108324356,10.0,linear,0.5789473684210527
svm_classifier,0.0026366508987303583,0.08858667904100823,sigmoid,0.5789473684210527
svm_classifier,0.005455594781168515,10.0,linear,0.5789473684210527
svm_classifier,0.005455594781168515,0.5455594781168517,poly,0.5789473684210527
svm_classifier,0.0018329807108324356,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.005455594781168515,0.37926901907322497,poly,0.5789473684210527
svm_classifier,0.0001,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0018329807108324356,0.12742749857031335,sigmoid,0.5789473684210527
svm_classifier,0.005455594781168515,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0026366508987303583,0.37926901907322497,linear,0.5789473684210527
svm_classifier,0.0018329807108324356,6.951927961775605,rbf,0.5263157894736842
svm_classifier,0.04832930238571752,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.0018329807108324356,4.832930238571752,rbf,0.5263157894736842
svm_classifier,0.04832930238571752,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.03359818286283781,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.0206913808111479,poly,0.5263157894736842
svm_classifier,0.04832930238571752,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.03359818286283781,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.5455594781168517,poly,0.5263157894736842
svm_classifier,0.04832930238571752,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.03359818286283781,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.0008858667904100823,10.0,poly,0.5263157894736842
svm_classifier,0.0008858667904100823,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.0018329807108324356,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.01438449888287663,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.01,poly,0.5263157894736842
svm_classifier,0.0018329807108324356,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.04832930238571752,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.0012742749857031334,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.0018329807108324356,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.0018329807108324356,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.0012742749857031334,0.04281332398719394,sigmoid,0.5263157894736842
svm_classifier,0.0012742749857031334,0.04281332398719394,rbf,0.5263157894736842
svm_classifier,0.03359818286283781,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.0018329807108324356,2.3357214690901213,rbf,0.5263157894736842
svm_classifier,0.03359818286283781,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.04832930238571752,0.029763514416313176,poly,0.5263157894736842
svm_classifier,0.0018329807108324356,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.007847599703514606,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.0206913808111479,poly,0.5263157894736842
svm_classifier,0.04832930238571752,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.1,0.12742749857031335,rbf,0.5263157894736842
svm_classifier,0.1,0.01,rbf,0.5263157894736842
svm_classifier,0.1,0.01438449888287663,poly,0.5263157894736842
svm_classifier,0.1,0.01438449888287663,rbf,0.5263157894736842
svm_classifier,0.1,0.0206913808111479,rbf,0.5263157894736842
svm_classifier,0.1,0.029763514416313176,rbf,0.5263157894736842
svm_classifier,0.1,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.1,0.04281332398719394,rbf,0.5263157894736842
svm_classifier,0.1,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.1,0.06158482110660264,rbf,0.5263157894736842
svm_classifier,0.1,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.1,0.08858667904100823,rbf,0.5263157894736842
svm_classifier,0.1,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.1,0.18329807108324356,poly,0.5263157894736842
svm_classifier,0.0006158482110660267,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.1,0.18329807108324356,rbf,0.5263157894736842
svm_classifier,0.1,0.26366508987303583,rbf,0.5263157894736842
svm_classifier,0.00020691380811147902,0.08858667904100823,sigmoid,0.5263157894736842
svm_classifier,0.1,0.37926901907322497,rbf,0.5263157894736842
svm_classifier,0.1,0.5455594781168517,rbf,0.5263157894736842
svm_classifier,0.1,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.1,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.00020691380811147902,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.1,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.0001438449888287663,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.0001,3.359818286283781,rbf,0.5263157894736842
svm_classifier,0.0001,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.1,0.01,poly,0.5263157894736842
svm_classifier,0.00020691380811147902,0.5455594781168517,rbf,0.5263157894736842
svm_classifier,0.00020691380811147902,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.06951927961775606,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.04832930238571752,6.951927961775605,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.01,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.01438449888287663,poly,0.5263157894736842
svm_classifier,0.00042813323987193956,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.06951927961775606,0.029763514416313176,poly,0.5263157894736842
svm_classifier,0.00042813323987193956,0.18329807108324356,sigmoid,0.5263157894736842
svm_classifier,0.06951927961775606,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.04281332398719394,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.06158482110660264,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.08858667904100823,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.12742749857031335,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.18329807108324356,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.18329807108324356,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.26366508987303583,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.26366508987303583,rbf,0.5263157894736842
svm_classifier,0.00042813323987193956,0.08858667904100823,sigmoid,0.5263157894736842
svm_classifier,0.06951927961775606,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.37926901907322497,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.5455594781168517,rbf,0.5263157894736842
svm_classifier,0.06951927961775606,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.06951927961775606,0.7847599703514611,rbf,0.5263157894736842
svm_classifier,0.00029763514416313193,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.00029763514416313193,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.06951927961775606,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.0018329807108324356,10.0,rbf,0.5263157894736842
svm_classifier,0.0026366508987303583,0.5455594781168517,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.011288378916846883,4.832930238571752,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.011288378916846883,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.011288378916846883,0.7847599703514611,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.011288378916846883,1.1288378916846884,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.011288378916846883,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.005455594781168515,0.18329807108324356,poly,0.5263157894736842
svm_classifier,0.011288378916846883,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.12742749857031335,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.011288378916846883,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.011288378916846883,6.951927961775605,poly,0.5263157894736842
svm_classifier,0.01623776739188721,0.26366508987303583,poly,0.5263157894736842
svm_classifier,0.011288378916846883,6.951927961775605,rbf,0.5263157894736842
svm_classifier,0.005455594781168515,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.011288378916846883,10.0,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.00379269019073225,10.0,rbf,0.5263157894736842
svm_classifier,0.00379269019073225,10.0,poly,0.5263157894736842
svm_classifier,0.0001,0.18329807108324356,sigmoid,0.5263157894736842
svm_classifier,0.01623776739188721,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.01623776739188721,0.04281332398719394,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.01623776739188721,0.06158482110660264,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.01623776739188721,0.18329807108324356,poly,0.5263157894736842
svm_classifier,0.011288378916846883,0.5455594781168517,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,0.5455594781168517,poly,0.5263157894736842
svm_classifier,0.011288378916846883,0.37926901907322497,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.007847599703514606,0.0206913808111479,poly,0.5263157894736842
svm_classifier,0.007847599703514606,0.01438449888287663,poly,0.5263157894736842
svm_classifier,0.005455594781168515,10.0,rbf,0.5263157894736842
svm_classifier,0.005455594781168515,6.951927961775605,poly,0.5263157894736842
svm_classifier,0.005455594781168515,4.832930238571752,rbf,0.5263157894736842
svm_classifier,0.005455594781168515,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.007847599703514606,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.005455594781168515,3.359818286283781,rbf,0.5263157894736842
svm_classifier,0.007847599703514606,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.005455594781168515,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.007847599703514606,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.007847599703514606,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.005455594781168515,2.3357214690901213,rbf,0.5263157894736842
svm_classifier,0.007847599703514606,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.005455594781168515,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.007847599703514606,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.005455594781168515,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.005455594781168515,1.1288378916846884,rbf,0.5263157894736842
svm_classifier,0.007847599703514606,6.951927961775605,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.7847599703514611,rbf,0.5263157894736842
svm_classifier,0.007847599703514606,10.0,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.011288378916846883,0.01,poly,0.5263157894736842
svm_classifier,0.011288378916846883,0.0206913808111479,poly,0.5263157894736842
svm_classifier,0.005455594781168515,0.37926901907322497,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,0.12742749857031335,rbf,0.5263157894736842
svm_classifier,0.011288378916846883,0.26366508987303583,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.18329807108324356,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.26366508987303583,rbf,0.5263157894736842
svm_classifier,0.0026366508987303583,0.08858667904100823,rbf,0.5263157894736842
svm_classifier,0.03359818286283781,0.01,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,6.951927961775605,rbf,0.5263157894736842
svm_classifier,0.023357214690901212,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,4.832930238571752,rbf,0.5263157894736842
svm_classifier,0.0026366508987303583,3.359818286283781,rbf,0.5263157894736842
svm_classifier,0.023357214690901212,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.023357214690901212,4.832930238571752,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,2.3357214690901213,rbf,0.5263157894736842
svm_classifier,0.023357214690901212,6.951927961775605,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.0026366508987303583,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.023357214690901212,10.0,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.01,rbf,0.5263157894736842
svm_classifier,0.00379269019073225,6.951927961775605,rbf,0.5263157894736842
svm_classifier,0.03359818286283781,0.01438449888287663,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.0206913808111479,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.0206913808111479,rbf,0.5263157894736842
svm_classifier,0.03359818286283781,0.029763514416313176,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.029763514416313176,rbf,0.5263157894736842
svm_classifier,0.0026366508987303583,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.03359818286283781,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.007847599703514606,0.029763514416313176,poly,0.5263157894736842
