season,round,circuit_id,warm,cold,dry,wet,cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualy_time,driver_age,q_delta
2020,14,istanbul,False,False,False,True,False,giovinazzi,Italian,alfa,10,20,4,0,17,8,0,8,117.226,26,9.460999999999999
2020,14,istanbul,False,False,False,True,False,vettel,German,ferrari,11,3,33,0,13,130,0,6,115.169,33,7.403999999999996
2020,14,istanbul,False,False,False,True,False,leclerc,Monegasque,ferrari,12,4,97,0,5,130,0,6,116.696,23,8.930999999999997
2020,14,istanbul,False,False,False,True,False,kevin_magnussen,Danish,haas,13,17,1,0,19,3,0,9,128.007,28,20.242000000000004
2020,14,istanbul,False,False,False,True,False,norris,British,mclaren,14,8,74,0,8,149,0,4,114.945,21,7.179999999999993
2020,14,istanbul,False,False,False,True,False,sainz,Spanish,mclaren,15,5,75,0,7,149,0,4,115.41,26,7.644999999999996
2020,14,istanbul,False,False,False,True,False,kvyat,Russian,alphatauri,16,12,26,0,14,89,1,7,129.07,26,21.304999999999993
2020,14,istanbul,False,False,False,True,False,grosjean,French,haas,17,18,2,0,18,3,0,9,132.909,34,25.14399999999999
2020,14,istanbul,False,False,False,True,False,gasly,French,alphatauri,19,13,63,1,10,89,1,7,118.556,24,10.790999999999997
2020,15,bahrain,True,False,False,False,False,hamilton,British,mercedes,1,1,332,11,1,533,13,1,87.264,35,0.0
2020,15,bahrain,True,False,False,False,False,bottas,Finnish,mercedes,2,8,201,2,2,533,13,1,87.553,31,0.2890000000000015
2020,15,bahrain,True,False,False,False,False,max_verstappen,Dutch,red_bull,3,2,189,1,3,274,1,2,87.678,23,0.4140000000000015
2020,15,bahrain,True,False,False,False,False,albon,Thai,red_bull,4,3,85,0,9,274,1,2,88.274,24,1.0100000000000051
2020,15,bahrain,True,False,False,False,False,perez,Mexican,racing_point,5,18,100,0,5,154,0,4,88.322,30,1.058000000000007
2020,15,bahrain,True,False,False,False,False,ricciardo,Australian,renault,6,7,102,0,4,144,0,5,88.417,31,1.1530000000000058
2020,15,bahrain,True,False,False,False,False,ocon,French,renault,7,9,42,0,12,144,0,5,88.419,24,1.1550000000000011
2020,15,bahrain,True,False,False,False,False,gasly,French,alphatauri,8,6,71,1,10,97,1,7,88.44800000000001,24,1.1840000000000117
2020,15,bahrain,True,False,False,False,False,norris,British,mclaren,9,4,86,0,7,171,0,3,88.542,21,1.2780000000000058
2020,15,bahrain,True,False,False,False,False,kvyat,Russian,alphatauri,10,11,26,0,14,97,1,7,88.618,26,1.3539999999999992
2020,15,bahrain,True,False,False,False,False,vettel,German,ferrari,11,13,33,0,13,131,0,6,89.149,33,1.8850000000000051
2020,15,bahrain,True,False,False,False,False,leclerc,Monegasque,ferrari,12,10,98,0,6,131,0,6,89.16499999999999,23,1.9009999999999962
2020,15,bahrain,True,False,False,False,False,stroll,Canadian,racing_point,13,19,59,0,11,154,0,4,89.557,22,2.2930000000000064
2020,15,bahrain,True,False,False,False,False,russell,British,williams,14,12,0,0,21,0,0,10,91.218,22,3.9540000000000077
2020,15,bahrain,True,False,False,False,False,giovinazzi,Italian,alfa,16,16,4,0,17,8,0,8,89.491,26,2.227000000000004
2020,15,bahrain,True,False,False,False,False,raikkonen,Finnish,alfa,17,15,4,0,16,8,0,8,89.81,41,2.5460000000000065
2020,15,bahrain,True,False,False,False,False,kevin_magnussen,Danish,haas,18,17,1,0,19,3,0,9,90.111,28,2.8470000000000084
2020,15,bahrain,True,False,False,False,False,grosjean,French,haas,19,20,2,0,18,3,0,9,90.138,34,2.8740000000000094
2020,15,bahrain,True,False,False,False,False,latifi,Canadian,williams,20,14,0,0,20,0,0,10,90.182,25,2.9180000000000064
2020,16,bahrain,True,False,False,False,False,bottas,Finnish,mercedes,1,8,205,2,2,540,13,1,53.377,31,0.0
2020,16,bahrain,True,False,False,False,False,russell,British,mercedes,2,9,3,0,18,540,13,1,53.403,22,0.02599999999999625
2020,16,bahrain,True,False,False,False,False,max_verstappen,Dutch,red_bull,3,19,189,1,3,282,1,2,53.433,23,0.055999999999997385
2020,16,bahrain,True,False,False,False,False,leclerc,Monegasque,ferrari,4,20,98,0,6,131,0,6,53.613,23,0.2359999999999971
2020,16,bahrain,True,False,False,False,False,perez,Mexican,racing_point,5,1,125,1,4,194,1,3,53.79,30,0.4129999999999967
2020,16,bahrain,True,False,False,False,False,kvyat,Russian,alphatauri,6,7,32,0,14,103,1,7,53.906,26,0.5289999999999964
2020,16,bahrain,True,False,False,False,False,ricciardo,Australian,renault,7,5,112,0,5,172,0,5,53.957,31,0.5799999999999983
2020,16,bahrain,True,False,False,False,False,sainz,Spanish,mclaren,8,4,97,0,7,184,0,4,54.01,26,0.6329999999999956
2020,16,bahrain,True,False,False,False,False,gasly,French,alphatauri,9,11,71,1,11,103,1,7,54.154,24,0.777000000000001
2020,16,bahrain,True,False,False,False,False,stroll,Canadian,racing_point,10,3,74,0,10,194,1,3,54.2,22,0.8230000000000004
2020,16,bahrain,True,False,False,False,False,ocon,French,renault,11,2,60,0,12,172,0,5,53.995,24,0.617999999999995
2020,16,bahrain,True,False,False,False,False,albon,Thai,red_bull,12,6,93,0,8,282,1,2,54.026,24,0.6490000000000009
2020,16,bahrain,True,False,False,False,False,vettel,German,ferrari,13,12,33,0,13,131,0,6,54.175,33,0.7979999999999947
2020,16,bahrain,True,False,False,False,False,giovinazzi,Italian,alfa,14,13,4,0,17,8,0,8,54.377,26,1.0
2020,16,bahrain,True,False,False,False,False,kevin_magnussen,Danish,haas,15,15,1,0,20,3,0,9,54.693,28,1.3159999999999954
2020,16,bahrain,True,False,False,False,False,latifi,Canadian,williams,16,18,0,0,21,0,0,10,54.705,25,1.3279999999999959
2020,16,bahrain,True,False,False,False,False,aitken,British,williams,17,16,0,0,22,0,0,10,54.796,25,1.418999999999997
2020,16,bahrain,True,False,False,False,False,raikkonen,Finnish,alfa,18,14,4,0,16,8,0,8,54.892,41,1.5150000000000006
2020,16,bahrain,True,False,False,False,False,norris,British,mclaren,19,10,87,0,9,184,0,4,54.963,21,1.5859999999999985
2020,16,bahrain,True,False,False,False,False,pietro_fittipaldi,Brazilian,haas,20,17,0,0,23,3,0,9,55.426,24,2.0489999999999995
2020,17,yas_marina,True,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,214,2,3,319,2,2,95.24600000000001,23,0.0
2020,17,yas_marina,True,False,False,False,False,bottas,Finnish,mercedes,2,2,223,2,2,573,13,1,95.271,31,0.024999999999991473
2020,17,yas_marina,True,False,False,False,False,hamilton,British,mercedes,3,3,347,11,1,573,13,1,95.332,35,0.08599999999998431
2020,17,yas_marina,True,False,False,False,False,norris,British,mclaren,4,5,97,0,9,202,0,3,95.497,21,0.25099999999999056
2020,17,yas_marina,True,False,False,False,False,albon,Thai,red_bull,5,4,105,0,7,319,2,2,95.571,24,0.32499999999998863
2020,17,yas_marina,True,False,False,False,False,sainz,Spanish,mclaren,6,6,105,0,6,202,0,3,95.815,26,0.5689999999999884
2020,17,yas_marina,True,False,False,False,False,kvyat,Russian,alphatauri,7,11,32,0,14,107,1,7,95.963,26,0.7169999999999845
2020,17,yas_marina,True,False,False,False,False,stroll,Canadian,racing_point,8,10,75,0,11,195,1,4,96.04599999999999,22,0.799999999999983
2020,17,yas_marina,True,False,False,False,False,gasly,French,alphatauri,9,8,75,1,10,107,1,7,96.24199999999999,24,0.9959999999999809
2020,17,yas_marina,True,False,False,False,False,ocon,French,renault,10,9,62,0,12,181,0,5,96.35900000000001,24,1.1129999999999995
2020,17,yas_marina,True,False,False,False,False,ricciardo,Australian,renault,11,7,119,0,5,181,0,5,96.406,31,1.1599999999999966
2020,17,yas_marina,True,False,False,False,False,leclerc,Monegasque,ferrari,12,13,98,0,8,131,0,6,96.065,23,0.8189999999999884
2020,17,yas_marina,True,False,False,False,False,vettel,German,ferrari,13,14,33,0,13,131,0,6,96.631,33,1.384999999999991
2020,17,yas_marina,True,False,False,False,False,giovinazzi,Italian,alfa,14,16,4,0,17,8,0,8,98.24799999999999,26,3.001999999999981
2020,17,yas_marina,True,False,False,False,False,raikkonen,Finnish,alfa,15,12,4,0,16,8,0,8,97.555,41,2.3089999999999975
2020,17,yas_marina,True,False,False,False,False,russell,British,williams,16,15,3,0,18,0,0,10,98.045,22,2.7989999999999924
2020,17,yas_marina,True,False,False,False,False,pietro_fittipaldi,Brazilian,haas,17,19,0,0,23,3,0,9,98.173,24,2.9269999999999925
2020,17,yas_marina,True,False,False,False,False,latifi,Canadian,williams,18,17,0,0,21,0,0,10,98.443,25,3.1969999999999885
2020,17,yas_marina,True,False,False,False,False,kevin_magnussen,Danish,haas,20,18,1,0,20,3,0,9,97.863,28,2.6169999999999902
2021,1,bahrain,False,False,False,False,False,max_verstappen,Dutch,red_bull,1,2,18,0,2,28,0,2,88.997,23,0.0
2021,1,bahrain,False,False,False,False,False,hamilton,British,mercedes,2,1,25,1,1,41,1,1,89.385,36,0.38800000000000523
2021,1,bahrain,False,False,False,False,False,bottas,Finnish,mercedes,3,3,16,0,3,41,1,1,89.586,31,0.5889999999999986
2021,1,bahrain,False,False,False,False,False,leclerc,Monegasque,ferrari,4,6,8,0,6,12,0,4,89.678,23,0.6809999999999974
2021,1,bahrain,False,False,False,False,False,gasly,French,alphatauri,5,17,0,0,17,2,0,5,89.809,25,0.8119999999999976
2021,1,bahrain,False,False,False,False,False,ricciardo,Australian,mclaren,6,7,6,0,7,18,0,3,89.92699999999999,31,0.9299999999999926
2021,1,bahrain,False,False,False,False,False,norris,British,mclaren,7,4,12,0,4,18,0,3,89.974,21,0.9770000000000039
2021,1,bahrain,False,False,False,False,False,sainz,Spanish,ferrari,8,8,4,0,8,12,0,4,90.215,26,1.2180000000000035
2021,1,bahrain,False,False,False,False,False,alonso,Spanish,alpine,9,19,0,0,19,0,0,8,90.249,39,1.2519999999999953
2021,1,bahrain,False,False,False,False,False,stroll,Canadian,aston_martin,10,10,1,0,10,1,0,6,90.601,22,1.6039999999999992
2021,1,bahrain,False,False,False,False,False,giovinazzi,Italian,alfa,12,12,0,0,12,0,0,7,90.708,27,1.7109999999999985
2021,1,bahrain,False,False,False,False,False,tsunoda,Japanese,alphatauri,13,9,2,0,9,2,0,5,91.203,20,2.206000000000003
2021,1,bahrain,False,False,False,False,False,raikkonen,Finnish,alfa,14,11,0,0,11,0,0,7,91.238,41,2.2409999999999997
2021,1,bahrain,False,False,False,False,False,russell,British,williams,15,14,0,0,14,0,0,9,93.43,23,4.433000000000007
2021,1,bahrain,False,False,False,False,False,ocon,French,alpine,16,13,0,0,13,0,0,8,91.724,24,2.727000000000004
2021,1,bahrain,False,False,False,False,False,latifi,Canadian,williams,17,18,0,0,18,0,0,9,91.936,25,2.939000000000007
2021,1,bahrain,False,False,False,False,False,mick_schumacher,German,haas,18,16,0,0,16,0,0,10,92.449,22,3.451999999999998
2021,1,bahrain,False,False,False,False,False,mazepin,Russian,haas,19,20,0,0,20,0,0,10,93.273,22,4.275999999999996
2021,1,bahrain,False,False,False,False,False,vettel,German,aston_martin,20,15,0,0,15,1,0,6,92.056,33,3.0589999999999975
2021,2,imola,False,False,False,True,False,hamilton,British,mercedes,1,2,44,1,1,60,1,1,74.411,36,0.0
2021,2,imola,False,False,False,True,False,perez,Mexican,red_bull,2,11,10,0,8,53,1,2,74.446,31,0.03499999999999659
2021,2,imola,False,False,False,True,False,max_verstappen,Dutch,red_bull,3,1,43,1,2,53,1,2,74.498,23,0.0870000000000033
2021,2,imola,False,False,False,True,False,leclerc,Monegasque,ferrari,4,4,20,0,4,34,0,4,74.74,23,0.3289999999999935
2021,2,imola,False,False,False,True,False,gasly,French,alphatauri,5,7,6,0,9,8,0,5,74.78999999999999,25,0.3789999999999907
2021,2,imola,False,False,False,True,False,ricciardo,Australian,mclaren,6,6,14,0,7,41,0,3,74.826,31,0.41499999999999204
2021,2,imola,False,False,False,True,False,norris,British,mclaren,7,3,27,0,3,41,0,3,74.875,21,0.46399999999999864
2021,2,imola,False,False,False,True,False,bottas,Finnish,mercedes,8,18,16,0,5,60,1,1,74.898,31,0.48699999999999477
2021,2,imola,False,False,False,True,False,ocon,French,alpine,9,9,2,0,12,3,0,7,75.21000000000001,24,0.7990000000000066
2021,2,imola,False,False,False,True,False,sainz,Spanish,ferrari,11,5,14,0,6,34,0,4,75.199,26,0.7879999999999967
2021,2,imola,False,False,False,True,False,russell,British,williams,12,19,0,0,16,0,0,9,75.261,23,0.8499999999999943
2021,2,imola,False,False,False,True,False,latifi,Canadian,williams,14,20,0,0,20,0,0,9,75.593,25,1.1820000000000022
2021,2,imola,False,False,False,True,False,alonso,Spanish,alpine,15,10,1,0,13,3,0,7,75.593,39,1.1820000000000022
2021,2,imola,False,False,False,True,False,raikkonen,Finnish,alfa,16,13,0,0,14,0,0,8,75.974,41,1.5630000000000024
2021,2,imola,False,False,False,True,False,giovinazzi,Italian,alfa,17,14,0,0,15,0,0,8,76.122,27,1.7109999999999985
2021,2,imola,False,False,False,True,False,mick_schumacher,German,haas,18,16,0,0,18,0,0,10,76.279,22,1.867999999999995
2021,2,imola,False,False,False,True,False,mazepin,Russian,haas,19,17,0,0,19,0,0,10,76.797,22,2.3859999999999957
2021,3,portimao,False,False,False,False,False,bottas,Finnish,mercedes,1,3,32,0,4,101,2,1,78.348,31,0.0
2021,3,portimao,False,False,False,False,False,hamilton,British,mercedes,2,1,69,2,1,101,2,1,78.355,36,0.007000000000005002
2021,3,portimao,False,False,False,False,False,max_verstappen,Dutch,red_bull,3,2,61,1,2,83,1,2,78.746,23,0.39799999999999613
2021,3,portimao,False,False,False,False,False,perez,Mexican,red_bull,4,4,22,0,6,83,1,2,78.89,31,0.5420000000000016
2021,3,portimao,False,False,False,False,False,sainz,Spanish,ferrari,5,11,14,0,8,42,0,4,79.039,26,0.6910000000000025
2021,3,portimao,False,False,False,False,False,ocon,French,alpine,6,7,8,0,9,13,0,5,79.042,24,0.6940000000000026
2021,3,portimao,False,False,False,False,False,norris,British,mclaren,7,5,37,0,3,53,0,3,79.116,21,0.7680000000000007
2021,3,portimao,False,False,False,False,False,leclerc,Monegasque,ferrari,8,6,28,0,5,42,0,4,79.306,23,0.9579999999999984
2021,3,portimao,False,False,False,False,False,gasly,French,alphatauri,9,10,7,0,10,9,0,6,79.475,25,1.1269999999999953
2021,3,portimao,False,False,False,False,False,vettel,German,aston_martin,10,13,0,0,16,5,0,7,79.65899999999999,33,1.3109999999999928
2021,3,portimao,False,False,False,False,False,russell,British,williams,11,16,0,0,17,0,0,9,79.10900000000001,23,0.7610000000000099
2021,3,portimao,False,False,False,False,False,giovinazzi,Italian,alfa,12,12,0,0,15,0,0,8,79.21600000000001,27,0.8680000000000092
2021,3,portimao,False,False,False,False,False,alonso,Spanish,alpine,13,8,5,0,12,13,0,5,79.456,39,1.108000000000004
2021,3,portimao,False,False,False,False,False,tsunoda,Japanese,alphatauri,14,15,2,0,13,9,0,6,79.463,20,1.1149999999999949
2021,3,portimao,False,False,False,False,False,raikkonen,Finnish,alfa,15,20,0,0,14,0,0,8,79.812,41,1.4639999999999986
2021,3,portimao,False,False,False,False,False,ricciardo,Australian,mclaren,16,9,16,0,7,53,0,3,79.839,31,1.4909999999999997
2021,3,portimao,False,False,False,False,False,stroll,Canadian,aston_martin,17,14,5,0,11,5,0,7,79.913,22,1.5649999999999977
2021,3,portimao,False,False,False,False,False,latifi,Canadian,williams,18,18,0,0,20,0,0,9,80.285,25,1.9369999999999976
2021,3,portimao,False,False,False,False,False,mick_schumacher,German,haas,19,17,0,0,18,0,0,10,80.452,22,2.103999999999999
2021,3,portimao,False,False,False,False,False,mazepin,Russian,haas,20,19,0,0,19,0,0,10,80.912,22,2.564000000000007
2021,4,catalunya,False,False,False,False,True,hamilton,British,mercedes,1,1,94,3,1,141,3,1,76.741,36,0.0
2021,4,catalunya,False,False,False,False,True,max_verstappen,Dutch,red_bull,2,2,80,1,2,112,1,2,76.777,23,0.036000000000001364
2021,4,catalunya,False,False,False,False,True,bottas,Finnish,mercedes,3,3,47,0,3,141,3,1,76.873,31,0.132000000000005
2021,4,catalunya,False,False,False,False,True,leclerc,Monegasque,ferrari,4,4,40,0,5,60,0,4,77.51,23,0.7690000000000055
2021,4,catalunya,False,False,False,False,True,ocon,French,alpine,5,9,10,0,9,15,0,5,77.58,24,0.8389999999999986
2021,4,catalunya,False,False,False,False,True,sainz,Spanish,ferrari,6,7,20,0,8,60,0,4,77.62,26,0.8790000000000049
2021,4,catalunya,False,False,False,False,True,ricciardo,Australian,mclaren,7,6,24,0,7,65,0,3,77.622,31,0.8810000000000002
2021,4,catalunya,False,False,False,False,True,perez,Mexican,red_bull,8,5,32,0,6,112,1,2,77.701,31,0.9599999999999937
2021,4,catalunya,False,False,False,False,True,norris,British,mclaren,9,8,41,0,4,65,0,3,78.01,21,1.2690000000000055
2021,4,catalunya,False,False,False,False,True,alonso,Spanish,alpine,10,17,5,0,12,15,0,5,78.14699999999999,39,1.4059999999999917
2021,4,catalunya,False,False,False,False,True,stroll,Canadian,aston_martin,11,11,5,0,11,5,0,7,77.974,22,1.233000000000004
2021,4,catalunya,False,False,False,False,True,gasly,French,alphatauri,12,10,8,0,10,10,0,6,77.982,25,1.2409999999999997
2021,4,catalunya,False,False,False,False,True,vettel,German,aston_martin,13,13,0,0,16,5,0,7,78.07900000000001,33,1.338000000000008
2021,4,catalunya,False,False,False,False,True,giovinazzi,Italian,alfa,14,15,0,0,15,0,0,8,78.356,27,1.6149999999999949
2021,4,catalunya,False,False,False,False,True,russell,British,williams,15,14,0,0,17,0,0,9,79.154,23,2.4129999999999967
2021,4,catalunya,False,False,False,False,True,tsunoda,Japanese,alphatauri,16,20,2,0,13,10,0,6,78.556,20,1.8149999999999977
2021,4,catalunya,False,False,False,False,True,raikkonen,Finnish,alfa,17,12,0,0,14,0,0,8,78.917,41,2.176000000000002
2021,4,catalunya,False,False,False,False,True,mick_schumacher,German,haas,18,18,0,0,18,0,0,10,79.117,22,2.3760000000000048
2021,4,catalunya,False,False,False,False,True,latifi,Canadian,williams,19,16,0,0,19,0,0,9,79.219,25,2.4779999999999944
2021,4,catalunya,False,False,False,False,True,mazepin,Russian,haas,20,19,0,0,20,0,0,10,79.807,22,3.0660000000000025
2021,5,monaco,True,False,False,False,False,leclerc,Monegasque,ferrari,1,20,40,0,6,78,0,4,70.346,23,0.0
2021,5,monaco,True,False,False,False,False,max_verstappen,Dutch,red_bull,2,1,105,2,1,149,2,1,70.576,23,0.22999999999998977
2021,5,monaco,True,False,False,False,False,bottas,Finnish,mercedes,3,19,47,0,4,148,3,2,70.601,31,0.25499999999999545
2021,5,monaco,True,False,False,False,False,sainz,Spanish,ferrari,4,2,38,0,7,78,0,4,70.611,26,0.26500000000000057
2021,5,monaco,True,False,False,False,False,norris,British,mclaren,5,3,56,0,3,80,0,3,70.62,21,0.2740000000000009
2021,5,monaco,True,False,False,False,False,gasly,French,alphatauri,6,6,16,0,9,18,0,6,70.9,25,0.554000000000002
2021,5,monaco,True,False,False,False,False,hamilton,British,mercedes,7,7,101,3,2,148,3,2,71.095,36,0.7489999999999952
2021,5,monaco,True,False,False,False,False,vettel,German,aston_martin,8,5,10,0,11,19,0,5,71.419,33,1.0729999999999933
2021,5,monaco,True,False,False,False,False,perez,Mexican,red_bull,9,4,44,0,5,149,2,1,71.57300000000001,31,1.2270000000000039
2021,5,monaco,True,False,False,False,False,giovinazzi,Italian,alfa,10,10,1,0,15,1,0,8,71.779,27,1.4329999999999927
2021,5,monaco,True,False,False,False,False,ocon,French,alpine,11,9,12,0,10,17,0,7,71.486,24,1.1400000000000006
2021,5,monaco,True,False,False,False,False,ricciardo,Australian,mclaren,12,12,24,0,8,80,0,3,71.598,31,1.2519999999999953
2021,5,monaco,True,False,False,False,False,stroll,Canadian,aston_martin,13,8,9,0,12,19,0,5,71.6,22,1.2539999999999907
2021,5,monaco,True,False,False,False,False,raikkonen,Finnish,alfa,14,11,0,0,16,1,0,8,71.642,41,1.2959999999999923
2021,5,monaco,True,False,False,False,False,russell,British,williams,15,14,0,0,17,0,0,9,71.83,23,1.4839999999999947
2021,5,monaco,True,False,False,False,False,tsunoda,Japanese,alphatauri,16,16,2,0,14,18,0,6,72.096,21,1.75
2021,5,monaco,True,False,False,False,False,alonso,Spanish,alpine,17,13,5,0,13,17,0,7,72.205,39,1.8589999999999947
2021,5,monaco,True,False,False,False,False,latifi,Canadian,williams,18,15,0,0,18,0,0,9,72.366,25,2.019999999999996
2021,5,monaco,True,False,False,False,False,mazepin,Russian,haas,19,17,0,0,20,0,0,10,72.958,22,2.6119999999999948
2021,6,baku,True,False,False,False,False,leclerc,Monegasque,ferrari,1,4,52,0,5,94,0,3,101.218,23,0.0
2021,6,baku,True,False,False,False,False,hamilton,British,mercedes,2,15,101,3,2,148,3,2,101.45,36,0.23199999999999932
2021,6,baku,True,False,False,False,False,max_verstappen,Dutch,red_bull,3,18,105,2,1,174,3,1,101.563,23,0.34499999999999886
2021,6,baku,True,False,False,False,False,gasly,French,alphatauri,4,3,31,0,8,39,0,5,101.565,25,0.3469999999999942
2021,6,baku,True,False,False,False,False,sainz,Spanish,ferrari,5,8,42,0,7,94,0,3,101.576,26,0.3579999999999899
2021,6,baku,True,False,False,False,False,perez,Mexican,red_bull,6,1,69,1,3,174,3,1,101.917,31,0.6989999999999981
2021,6,baku,True,False,False,False,False,tsunoda,Japanese,alphatauri,7,7,8,0,14,39,0,5,102.211,21,0.992999999999995
2021,6,baku,True,False,False,False,False,alonso,Spanish,alpine,8,6,13,0,11,25,0,7,102.327,39,1.1089999999999947
2021,6,baku,True,False,False,False,False,norris,British,mclaren,9,5,66,0,4,92,0,4,101.747,21,0.5289999999999964
2021,6,baku,True,False,False,False,False,bottas,Finnish,mercedes,10,12,47,0,6,148,3,2,102.65899999999999,31,1.4409999999999883
2021,6,baku,True,False,False,False,False,vettel,German,aston_martin,11,2,28,0,9,37,0,6,102.22399999999999,33,1.005999999999986
2021,6,baku,True,False,False,False,False,ocon,French,alpine,12,20,12,0,12,25,0,7,102.273,24,1.0549999999999926
2021,6,baku,True,False,False,False,False,ricciardo,Australian,mclaren,13,9,26,0,10,92,0,4,102.55799999999999,31,1.3399999999999892
2021,6,baku,True,False,False,False,False,raikkonen,Finnish,alfa,14,10,1,0,15,2,0,8,102.587,41,1.3689999999999998
2021,6,baku,True,False,False,False,False,russell,British,williams,15,17,0,0,18,0,0,10,102.75800000000001,23,1.5400000000000063
2021,6,baku,True,False,False,False,False,latifi,Canadian,williams,16,16,0,0,20,0,0,10,103.128,25,1.9099999999999966
2021,6,baku,True,False,False,False,False,mick_schumacher,German,haas,17,13,0,0,17,0,0,9,104.158,22,2.9399999999999977
2021,6,baku,True,False,False,False,False,mazepin,Russian,haas,18,14,0,0,19,0,0,9,104.238,22,3.019999999999996
2021,7,ricard,False,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,131,3,1,215,4,1,89.99,23,0.0
2021,7,ricard,False,False,False,False,False,hamilton,British,mercedes,2,2,119,3,2,178,3,2,90.248,36,0.2580000000000098
2021,7,ricard,False,False,False,False,False,bottas,Finnish,mercedes,3,4,59,0,5,178,3,2,90.376,31,0.3860000000000099
2021,7,ricard,False,False,False,False,False,perez,Mexican,red_bull,4,3,84,1,3,215,4,1,90.445,31,0.4549999999999983
2021,7,ricard,False,False,False,False,False,sainz,Spanish,ferrari,5,11,42,0,7,94,0,4,90.84,26,0.8500000000000085
2021,7,ricard,False,False,False,False,False,gasly,French,alphatauri,6,7,37,0,8,45,0,5,90.868,25,0.8780000000000001
2021,7,ricard,False,False,False,False,False,leclerc,Monegasque,ferrari,7,16,52,0,6,94,0,4,90.987,23,0.9969999999999999
2021,7,ricard,False,False,False,False,False,norris,British,mclaren,8,5,76,0,4,110,0,3,91.252,21,1.2620000000000005
2021,7,ricard,False,False,False,False,False,alonso,Spanish,alpine,9,8,17,0,11,29,0,7,91.34,39,1.3500000000000085
2021,7,ricard,False,False,False,False,False,ricciardo,Australian,mclaren,10,6,34,0,9,110,0,3,91.382,31,1.3920000000000101
2021,7,ricard,False,False,False,False,False,ocon,French,alpine,11,14,12,0,12,29,0,7,91.736,24,1.7460000000000093
2021,7,ricard,False,False,False,False,False,vettel,German,aston_martin,12,9,30,0,10,40,0,6,91.767,33,1.777000000000001
2021,7,ricard,False,False,False,False,False,giovinazzi,Italian,alfa,13,15,1,0,16,2,0,8,91.813,27,1.8230000000000075
2021,7,ricard,False,False,False,False,False,russell,British,williams,14,12,0,0,17,0,0,9,92.065,23,2.075000000000003
2021,7,ricard,False,False,False,False,False,latifi,Canadian,williams,16,18,0,0,20,0,0,9,93.062,25,3.0720000000000027
2021,7,ricard,False,False,False,False,False,raikkonen,Finnish,alfa,17,17,1,0,15,2,0,8,93.354,41,3.3640000000000043
2021,7,ricard,False,False,False,False,False,mazepin,Russian,haas,18,20,0,0,19,0,0,10,93.554,22,3.564000000000007
2021,7,ricard,False,False,False,False,False,stroll,Canadian,aston_martin,19,10,10,0,13,40,0,6,132.584,22,42.59400000000001
2021,8,red_bull_ring,False,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,156,4,1,252,5,1,63.841,23,0.0
2021,8,red_bull_ring,False,False,False,False,False,hamilton,British,mercedes,2,2,138,3,2,212,3,2,64.06700000000001,36,0.2260000000000062
2021,8,red_bull_ring,False,False,False,False,False,norris,British,mclaren,3,5,86,0,4,120,0,3,64.12,21,0.27900000000000347
2021,8,red_bull_ring,False,False,False,False,False,perez,Mexican,red_bull,4,4,96,1,3,252,5,1,64.168,31,0.3270000000000053
2021,8,red_bull_ring,False,False,False,False,False,bottas,Finnish,mercedes,5,3,74,0,5,212,3,2,64.035,31,0.1939999999999955
2021,8,red_bull_ring,False,False,False,False,False,gasly,French,alphatauri,6,20,37,0,8,46,0,5,64.236,25,0.3950000000000031
2021,8,red_bull_ring,False,False,False,False,False,leclerc,Monegasque,ferrari,7,7,58,0,6,108,0,4,64.472,23,0.6309999999999931
2021,8,red_bull_ring,False,False,False,False,False,alonso,Spanish,alpine,8,9,19,0,11,31,0,7,64.574,39,0.732999999999997
2021,8,red_bull_ring,False,False,False,False,False,stroll,Canadian,aston_martin,9,8,14,0,12,44,0,6,64.708,22,0.8669999999999973
2021,8,red_bull_ring,False,False,False,False,False,russell,British,williams,10,19,0,0,17,0,0,9,64.671,23,0.8300000000000054
2021,8,red_bull_ring,False,False,False,False,False,tsunoda,Japanese,alphatauri,11,10,9,0,14,46,0,5,64.514,21,0.6729999999999947
2021,8,red_bull_ring,False,False,False,False,False,sainz,Spanish,ferrari,12,6,50,0,7,108,0,4,64.8,26,0.9589999999999961
2021,8,red_bull_ring,False,False,False,False,False,ricciardo,Australian,mclaren,13,13,34,0,9,120,0,3,64.80799999999999,31,0.9669999999999916
2021,8,red_bull_ring,False,False,False,False,False,vettel,German,aston_martin,14,12,30,0,10,44,0,6,64.875,33,1.033999999999999
2021,8,red_bull_ring,False,False,False,False,False,giovinazzi,Italian,alfa,15,15,1,0,16,2,0,8,64.913,27,1.0719999999999956
2021,8,red_bull_ring,False,False,False,False,False,latifi,Canadian,williams,16,17,0,0,20,0,0,9,65.175,25,1.333999999999996
2021,8,red_bull_ring,False,False,False,False,False,ocon,French,alpine,17,14,12,0,13,31,0,7,65.217,24,1.3759999999999977
2021,8,red_bull_ring,False,False,False,False,False,raikkonen,Finnish,alfa,18,11,1,0,15,2,0,8,65.429,41,1.588000000000001
2021,8,red_bull_ring,False,False,False,False,False,mick_schumacher,German,haas,19,16,0,0,18,0,0,10,66.041,22,2.1999999999999957
