season,round,driver,fastest_time,podium,grid,time
2017,6,kvyat,73.516,14,11,81.077
2017,6,stroll,74.893,15,18,81.437
2017,6,vandoorne,73.249,16,10,81.081
2017,6,ericsson,75.276,17,20,81.111
2017,6,button,73.613,18,9,79.891
2017,6,wehrlein,75.159,19,19,79.855
2017,6,hulkenberg,73.628,20,12,79.338
2017,7,hamilton,71.459,1,1,79.788
2017,7,bottas,72.177,2,3,80.071
2017,7,ricciardo,72.557,3,6,80.292
2017,7,vettel,71.789,4,2,80.301
2017,7,perez,73.018,5,8,80.366
2017,7,ocon,73.135,6,9,80.37
2017,7,raikkonen,72.252,7,4,80.626
2017,7,hulkenberg,73.271,8,10,80.65
2017,7,stroll,74.209,9,17,81.08
2017,7,grosjean,73.839,10,14,81.344
2017,7,jolyon_palmer,74.293,11,15,81.359
2017,7,kevin_magnussen,74.318,12,18,81.365
2017,7,ericsson,74.495,13,19,81.622
2017,7,vandoorne,74.182,14,16,81.659
2017,7,wehrlein,74.81,15,20,82.329
2017,7,alonso,73.693,16,12,81.305
2017,7,kvyat,73.69,17,11,83.974
2017,7,max_verstappen,72.403,18,5,90.71
2017,8,ricciardo,103.414,1,10,145.796
2017,8,bottas,101.027,2,2,145.872
2017,8,stroll,102.753,3,8,145.874
2017,8,vettel,101.841,4,4,145.913
2017,8,hamilton,100.593,5,1,145.917
2017,8,ocon,102.186,6,7,146.39
2017,8,kevin_magnussen,103.796,7,13,146.614
2017,8,sainz,103.347,8,12,146.764
2017,8,alonso,104.334,9,16,146.963
2017,8,wehrlein,104.603,10,15,147.542
2017,8,ericsson,104.795,11,18,147.595
2017,8,vandoorne,105.03,12,19,147.603
2017,8,grosjean,104.468,13,17,149.047
2017,8,raikkonen,101.693,14,3,153.76
2017,8,perez,102.111,15,6,162.21
2017,8,massa,102.798,16,9,188.397
2017,8,hulkenberg,104.267,17,14,190.867
2017,8,max_verstappen,101.879,18,5,111.409
2017,8,kvyat,103.186,19,11,110.943
2017,9,bottas,64.251,1,1,69.134
2017,9,vettel,64.293,2,2,69.143
2017,9,ricciardo,64.896,3,5,69.219
2017,9,hamilton,64.424,4,3,69.239
2017,9,raikkonen,64.779,5,4,69.421
2017,9,grosjean,65.48,6,7,70.165
2017,9,perez,65.605,7,8,70.245
2017,9,ocon,65.674,8,9,70.351
2017,9,massa,66.534,9,17,70.365
2017,9,stroll,66.608,10,18,70.622
2017,9,jolyon_palmer,66.345,11,16,70.63
2017,9,vandoorne,65.741,12,13,70.849
2017,9,hulkenberg,65.597,13,11,70.998
2017,9,wehrlein,67.011,14,20,71.07
2017,9,ericsson,66.857,15,19,71.428
2017,9,kvyat,65.884,16,14,72.389
2017,9,sainz,65.726,17,10,71.928
2017,9,kevin_magnussen,66.143,18,15,72.147
2017,10,hamilton,86.6,1,1,95.832
2017,10,bottas,87.376,2,4,96.108
2017,10,raikkonen,87.147,3,2,96.549
2017,10,max_verstappen,88.13,4,5,96.854
2017,10,ricciardo,102.966,5,20,97.125
2017,10,hulkenberg,88.856,6,6,97.167
2017,10,vettel,87.356,7,3,97.675
2017,10,ocon,89.074,8,8,97.798
2017,10,perez,88.902,9,7,97.838
2017,10,massa,91.482,10,15,97.855
2017,10,vandoorne,89.418,11,9,97.933
2017,10,kevin_magnussen,102.577,12,17,98.059
2017,10,grosjean,89.549,13,10,98.345
2017,10,ericsson,102.633,14,19,98.546
2017,10,kvyat,90.355,15,12,98.784
2017,10,stroll,102.573,16,16,98.948
2017,10,wehrlein,102.593,17,18,98.982
2017,10,alonso,90.6,18,13,100.934
2017,11,vettel,76.276,1,1,85.524
2017,11,raikkonen,76.444,2,2,85.537
2017,11,bottas,76.53,3,3,85.703
2017,11,hamilton,76.707,4,4,85.709
2017,11,max_verstappen,76.797,5,5,85.714
2017,11,alonso,77.549,6,8,86.542
2017,11,sainz,78.912,7,10,86.904
2017,11,perez,78.639,8,14,86.919
2017,11,ocon,78.495,9,12,87.046
2017,11,vandoorne,77.894,10,9,87.054
2017,11,kvyat,78.538,11,13,87.166
2017,11,jolyon_palmer,78.415,12,11,87.173
2017,11,kevin_magnussen,79.095,13,16,87.148
2017,11,stroll,79.102,14,17,87.518
2017,11,wehrlein,79.839,15,18,88.41
2017,11,ericsson,79.972,16,20,88.667
2017,11,hulkenberg,77.468,17,7,87.564
2017,11,resta,79.868,18,19,88.97
2017,11,grosjean,78.771,19,15,95.918
2017,12,hamilton,102.553,1,1,115.519
2017,12,vettel,102.795,2,2,115.572
2017,12,ricciardo,103.863,3,6,115.764
2017,12,raikkonen,103.27,4,4,115.848
2017,12,bottas,103.094,5,3,115.893
2017,12,hulkenberg,104.982,6,7,116.157
2017,12,grosjean,105.133,7,12,116.236
2017,12,massa,105.823,8,16,116.352
2017,12,ocon,105.369,9,9,116.386
2017,12,sainz,105.439,10,14,116.415
2017,12,stroll,106.915,11,18,116.632
2017,12,kvyat,106.028,12,17,116.654
2017,12,jolyon_palmer,104.685,13,10,116.729
2017,12,vandoorne,105.441,14,15,116.816
2017,12,kevin_magnussen,105.4,15,13,117.047
2017,12,ericsson,107.214,16,19,117.103
2017,12,perez,105.244,17,8,117.543
2017,12,alonso,105.09,18,11,114.83
2017,12,max_verstappen,103.38,19,5,111.905
2017,13,hamilton,95.554,1,1,85.515
2017,13,bottas,97.833,2,6,85.6
2017,13,vettel,98.064,3,8,86.201
2017,13,ricciardo,96.841,4,3,86.276
2017,13,raikkonen,97.987,5,7,86.649
2017,13,ocon,97.719,6,5,86.865
2017,13,stroll,97.032,7,4,86.914
2017,13,massa,98.251,8,9,86.927
2017,13,perez,97.582,9,11,86.936
2017,13,max_verstappen,96.702,10,2,87.513
2017,13,kevin_magnussen,100.489,11,16,87.714
2017,13,kvyat,98.245,12,14,87.731
2017,13,hulkenberg,98.059,13,12,87.783
2017,13,sainz,98.526,14,15,87.802
2017,13,grosjean,103.355,15,20,88.384
2017,13,wehrlein,101.875,16,19,89.055
2017,13,alonso,98.202,17,13,88.36
2017,13,ericsson,101.732,18,18,90.015
2017,13,vandoorne,99.157,19,10,88.48
2017,13,jolyon_palmer,100.646,20,17,89.401
2017,14,hamilton,100.126,1,5,127.647
2017,14,ricciardo,99.84,2,3,127.725
2017,14,bottas,100.81,3,6,127.799
2017,14,sainz,102.056,4,10,128.041
2017,14,perez,102.246,5,12,128.085
2017,14,jolyon_palmer,102.107,6,11,128.117
2017,14,vandoorne,101.398,7,9,128.171
2017,14,stroll,104.728,8,18,128.366
2017,14,grosjean,103.883,9,15,128.394
2017,14,ocon,102.76,10,14,128.42
2017,14,massa,104.014,11,17,128.45
2017,14,wehrlein,105.059,12,19,133.765
2017,14,kevin_magnussen,103.756,13,16,132.38
2017,14,hulkenberg,101.013,14,7,132.913
2017,14,ericsson,105.57,15,20,139.896
2017,14,kvyat,102.338,16,13,154.884
2017,14,alonso,101.179,17,8,164.392
2017,15,max_verstappen,90.541,1,3,96.452
2017,15,hamilton,90.076,2,1,96.68
2017,15,ricciardo,90.595,3,4,96.854
2017,15,bottas,90.758,5,5,97.452
2017,15,perez,91.658,6,9,97.856
2017,15,vandoorne,91.582,7,7,98.458
2017,15,stroll,92.307,8,13,98.634
2017,15,massa,92.034,9,11,98.747
2017,15,ocon,91.478,10,6,99.047
2017,15,alonso,91.704,11,10,99.096
2017,15,kevin_magnussen,93.434,12,17,99.149
2017,15,grosjean,93.308,13,16,99.163
2017,15,gasly,92.558,14,15,99.19
2017,15,jolyon_palmer,92.1,15,12,99.298
2017,15,hulkenberg,91.607,16,8,99.301
2017,15,wehrlein,93.483,17,18,99.457
2017,15,ericsson,93.97,18,19,100.098
2017,15,sainz,92.402,19,14,99.817
2017,16,hamilton,87.319,1,1,99.079
2017,16,max_verstappen,88.332,2,5,99.102
2017,16,ricciardo,88.306,3,4,99.262
2017,16,bottas,87.651,4,2,99.279
2017,16,raikkonen,88.498,5,6,99.695
2017,16,ocon,89.111,6,7,100.358
2017,16,perez,89.26,7,8,100.427
2017,16,kevin_magnussen,89.972,8,13,100.757
2017,16,grosjean,90.849,9,16,100.775
2017,16,massa,89.48,10,9,101.056
2017,16,alonso,90.687,11,10,101.072
2017,16,jolyon_palmer,90.022,12,14,101.085
2017,16,gasly,91.317,13,17,101.135
2017,16,vandoorne,89.778,14,11,101.389
2017,16,wehrlein,91.885,15,20,103.479
2017,16,stroll,91.409,16,18,100.663
2017,16,hulkenberg,89.879,17,12,100.818
2017,16,ericsson,91.597,18,19,110.765
2017,16,vettel,87.791,19,3,119.64
2017,17,hamilton,93.108,1,1,100.553
2017,17,vettel,93.347,2,2,100.735
2017,17,raikkonen,93.577,3,5,100.835
2017,17,max_verstappen,93.658,4,6,100.764
2017,17,bottas,93.568,5,3,101.178
2017,17,ocon,94.647,6,7,102.178
2017,17,sainz,94.852,7,8,102.213
2017,17,perez,95.148,8,10,102.433
2017,17,massa,95.155,9,11,102.442
2017,17,kvyat,95.529,10,12,102.554
2017,17,stroll,96.868,11,17,102.949
2017,17,vandoorne,95.641,12,13,102.978
2017,17,brendon_hartley,96.889,13,18,103.047
2017,17,grosjean,95.87,14,14,103.164
2017,17,ericsson,96.842,15,16,103.196
2017,17,kevin_magnussen,97.394,16,20,103.576
2017,17,alonso,95.007,17,9,104.177
2017,17,ricciardo,93.577,18,4,102.94
2017,17,wehrlein,97.179,19,19,114.6
2017,17,hulkenberg,95.74,20,15,107.465
2017,18,max_verstappen,76.574,1,2,81.501
2017,18,bottas,76.958,2,4,81.778
2017,18,raikkonen,77.238,3,5,82.261
2017,18,vettel,76.488,4,1,82.488
2017,18,ocon,77.437,5,6,82.82
2017,18,stroll,79.159,6,12,82.84
2017,18,perez,77.807,7,10,82.882
2017,18,kevin_magnussen,79.443,8,18,83.355
2017,18,hamilton,76.934,9,3,83.364
2017,18,alonso,77.71,10,14,83.405
2017,18,massa,78.099,11,11,83.469
2017,18,vandoorne,78.578,12,15,83.478
2017,18,wehrlein,79.333,14,17,84.069
2017,18,grosjean,79.473,15,19,84.262
2017,18,sainz,77.794,16,9,84.603
2017,18,ericsson,79.176,17,16,84.478
2017,18,brendon_hartley,78.683,18,13,83.95
2017,18,hulkenberg,77.466,19,8,83.697
2017,18,ricciardo,77.447,20,7,89.442
2017,19,vettel,68.36,1,2,77.271
2017,19,bottas,68.322,2,1,77.31
2017,19,raikkonen,68.538,3,3,77.336
2017,19,max_verstappen,68.925,5,4,77.735
2017,19,ricciardo,69.33,6,5,77.957
2017,19,massa,69.841,7,10,78.241
2017,19,alonso,69.617,8,7,78.248
2017,19,perez,69.598,9,6,78.25
2017,19,hulkenberg,69.703,10,8,78.627
2017,19,sainz,69.805,11,9,78.72
2017,19,gasly,70.686,12,17,78.959
2017,19,ericsson,70.875,13,19,79.208
2017,19,wehrlein,70.678,14,16,79.334
2017,19,grosjean,69.879,15,12,79.812
2017,19,stroll,70.776,16,18,80.179
2017,19,brendon_hartley,70.625,17,15,82.521
2017,20,bottas,96.231,1,1,102.801
2017,20,hamilton,96.403,2,2,102.872
2017,20,vettel,96.777,3,3,103.153
2017,20,raikkonen,96.985,4,5,103.626
2017,20,max_verstappen,97.328,5,6,103.642
2017,20,hulkenberg,98.282,6,7,104.36
2017,20,perez,98.374,7,8,104.475
2017,20,ocon,98.397,8,9,104.6
2017,20,alonso,98.636,9,11,104.921
2017,20,massa,98.55,10,10,104.984
2017,20,grosjean,99.516,11,16,105.132
2017,20,vandoorne,98.808,12,13,106.068
2017,20,kevin_magnussen,99.298,13,14,106.081
2017,20,wehrlein,99.93,14,18,106.109
2017,20,brendon_hartley,100.471,15,20,106.148
2017,20,gasly,99.724,16,17,106.184
2017,20,ericsson,99.994,17,19,106.232
2017,20,stroll,99.646,18,15,106.383
2017,20,sainz,98.725,19,12,105.183
2017,20,ricciardo,96.959,20,4,104.707
2018,6,ricciardo,70.81,1,1,79.164
2018,6,vettel,71.039,2,2,79.258
2018,6,hamilton,71.232,3,3,79.382
2018,6,raikkonen,71.266,4,4,79.397
2018,6,bottas,71.441,5,5,79.406
2018,6,ocon,72.061,6,6,79.468
2018,6,gasly,72.221,7,10,79.476
2018,6,hulkenberg,72.411,8,11,79.483
2018,6,sainz,72.13,10,8,80.049
2018,6,ericsson,73.265,11,17,80.06
2018,6,perez,72.154,12,9,80.068
2018,6,kevin_magnussen,73.393,13,19,80.123
2018,6,vandoorne,72.44,14,12,80.195
2018,6,grosjean,72.728,15,15,80.585
2018,6,sirotkin,72.521,16,13,80.863
2018,6,stroll,73.323,17,18,81.678
2018,6,leclerc,72.714,18,14,79.661
2018,6,brendon_hartley,73.179,19,16,79.637
2018,6,alonso,72.11,20,7,79.688
2018,7,vettel,70.764,1,1,78.108
2018,7,bottas,70.857,2,2,78.217
2018,7,max_verstappen,70.937,3,3,78.231
2018,7,ricciardo,71.116,4,6,78.416
2018,7,hamilton,70.996,5,4,78.426
2018,7,raikkonen,71.095,6,5,78.508
2018,7,hulkenberg,71.973,7,7,79.632
2018,7,sainz,72.168,8,9,79.658
2018,7,ocon,72.084,9,8,79.715
2018,7,leclerc,72.661,10,13,79.864
2018,7,gasly,73.047,11,16,79.93
2018,7,kevin_magnussen,72.606,13,11,79.981
2018,7,perez,72.671,14,10,79.982
2018,7,ericsson,74.593,15,19,80.623
2018,7,vandoorne,72.865,16,15,80.655
2018,7,sirotkin,73.643,17,18,80.886
2018,7,alonso,72.856,18,14,82.12
2018,8,hamilton,90.029,1,1,102.102
2018,8,max_verstappen,90.705,2,4,102.235
2018,8,raikkonen,91.057,3,6,102.59
2018,8,ricciardo,90.895,4,5,102.757
2018,8,vettel,90.4,5,3,103.27
2018,8,kevin_magnussen,92.93,6,9,103.599
2018,8,bottas,90.147,7,2,103.623
2018,8,sainz,92.126,8,7,103.747
2018,8,hulkenberg,92.115,9,12,103.837
2018,8,leclerc,92.635,10,8,103.873
2018,8,grosjean,91.472,11,10,104.277
2018,8,vandoorne,93.162,12,18,104.588
2018,8,ericsson,92.82,13,15,104.977
2018,8,brendon_hartley,93.025,14,17,105.006
2018,8,sirotkin,93.636,15,19,105.232
2018,8,alonso,92.976,16,16,105.282
2018,8,stroll,93.729,17,20,104.788
2018,8,perez,92.454,18,13,108.267
2018,9,max_verstappen,63.84,1,5,69.24
2018,9,raikkonen,63.66,2,4,69.261
2018,9,vettel,63.464,3,3,69.285
2018,9,grosjean,63.892,4,6,70.535
2018,9,kevin_magnussen,64.051,5,8,70.557
2018,9,ocon,64.845,6,11,70.713
2018,9,perez,65.279,7,17,70.735
2018,9,alonso,65.058,8,14,70.945
2018,9,leclerc,64.979,9,13,71.007
2018,9,ericsson,65.479,10,20,71.014
2018,9,gasly,64.874,11,12,71.105
2018,9,sainz,64.725,12,9,71.176
2018,9,sirotkin,65.322,13,18,71.769
2018,9,stroll,65.286,14,15,71.651
2018,9,vandoorne,65.271,15,16,72.752
2018,9,hamilton,63.149,16,2,69.93
2018,9,brendon_hartley,65.366,17,19,71.729
2018,9,ricciardo,63.996,18,7,70.269
2018,9,bottas,63.13,19,1,69.786
2018,9,hulkenberg,65.019,20,10,71.812
2018,10,vettel,85.936,1,2,100.957
2018,10,hamilton,85.892,2,1,101.001
2018,10,raikkonen,85.99,3,3,101.028
2018,10,bottas,86.217,4,4,101.128
2018,10,ricciardo,87.099,5,6,101.14
2018,10,hulkenberg,87.901,6,11,101.5
2018,10,ocon,88.194,7,10,101.533
2018,10,alonso,88.139,8,13,101.556
2018,10,kevin_magnussen,87.244,9,7,101.596
2018,10,perez,87.928,10,12,101.625
2018,10,vandoorne,89.096,11,17,101.645
2018,10,gasly,88.343,13,14,101.614
2018,10,sirotkin,89.252,14,18,101.883
2018,10,max_verstappen,86.602,15,5,102.623
2018,10,grosjean,87.455,16,8,100.464
2018,10,sainz,88.456,17,16,100.469
2018,10,ericsson,88.391,18,15,96.574
2018,10,leclerc,87.879,19,9,95.938
2018,11,hamilton,73.012,1,14,82.834
2018,11,bottas,71.416,2,2,82.901
2018,11,raikkonen,71.547,3,3,82.934
2018,11,max_verstappen,71.822,4,4,82.948
2018,11,hulkenberg,72.56,5,7,83.231
2018,11,grosjean,72.544,6,6,83.264
2018,11,perez,72.774,7,10,83.29
2018,11,ocon,73.72,8,16,83.307
2018,11,ericsson,73.736,9,13,83.317
2018,11,brendon_hartley,74.045,10,18,83.344
2018,11,kevin_magnussen,72.2,11,5,83.355
2018,11,sainz,72.692,12,8,83.327
2018,11,vandoorne,74.401,13,20,83.529
2018,11,gasly,73.749,14,17,84.674
2018,11,leclerc,72.717,15,9,84.701
2018,11,alonso,73.657,16,11,84.814
2018,11,stroll,74.206,17,19,84.084
2018,11,vettel,71.212,18,1,79.092
2018,11,sirotkin,73.702,19,12,82.339
2018,11,ricciardo,73.318,20,15,80.254
2018,12,hamilton,95.658,1,1,83.378
2018,12,vettel,96.21,2,4,83.622
2018,12,raikkonen,96.186,3,3,83.665
2018,12,ricciardo,96.442,4,12,84.041
2018,12,bottas,95.918,5,2,84.092
2018,12,gasly,97.591,6,6,84.424
2018,12,kevin_magnussen,99.858,7,9,84.658
2018,12,alonso,95.214,8,11,85.191
2018,12,sainz,96.743,9,5,85.37
2018,12,grosjean,100.593,10,10,85.377
2018,12,brendon_hartley,98.128,11,8,85.397
2018,12,hulkenberg,96.506,12,13,85.487
2018,12,ocon,79.142,13,18,85.612
2018,12,perez,79.2,14,19,85.752
2018,12,ericsson,97.075,15,14,86.437
2018,12,sirotkin,79.301,16,20,86.578
2018,12,stroll,78.56,17,15,86.589
2018,12,vandoorne,78.782,18,16,85.59
2018,12,max_verstappen,98.032,19,7,85.612
2018,13,vettel,118.905,1,2,113.965
2018,13,hamilton,118.179,2,1,114.217
2018,13,max_verstappen,122.769,3,7,114.678
2018,13,bottas,102.191,4,10,115.411
2018,13,perez,121.894,5,4,115.58
2018,13,ocon,121.851,6,3,115.773
2018,13,grosjean,122.122,7,5,115.919
2018,13,kevin_magnussen,124.933,8,9,115.957
2018,13,gasly,103.844,9,11,116.372
2018,13,ericsson,104.301,10,14,116.731
2018,13,sainz,104.489,11,16,117.021
2018,13,sirotkin,104.998,12,18,117.078
2018,13,stroll,105.134,13,19,117.129
2018,13,brendon_hartley,103.865,14,12,117.5
2018,13,vandoorne,105.307,15,20,117.646
2018,13,ricciardo,122.939,16,8,127.713
2018,13,raikkonen,122.671,17,6,149.158
2018,14,hamilton,79.294,1,3,87.066
2018,14,raikkonen,79.119,2,1,87.23
2018,14,bottas,79.656,3,4,87.331
2018,14,vettel,79.28,4,2,87.37
2018,14,max_verstappen,80.615,5,5,87.315
2018,14,ocon,81.099,6,8,88.156
2018,14,perez,81.888,7,16,88.173
2018,14,sainz,81.041,8,7,88.54
2018,14,stroll,81.627,9,10,88.754
2018,14,sirotkin,81.732,10,12,88.859
2018,14,leclerc,81.889,11,17,88.966
2018,14,vandoorne,82.085,12,20,89.177
2018,14,hulkenberg,81.801,13,14,89.199
2018,14,gasly,81.35,14,9,89.251
2018,14,ericsson,82.048,15,19,89.311
2018,14,kevin_magnussen,81.669,16,11,90.349
2018,14,ricciardo,81.28,17,15,91.699
2018,14,alonso,82.568,18,13,102.537
2018,15,hamilton,96.015,1,1,109.371
2018,15,max_verstappen,96.334,2,2,109.518
2018,15,vettel,96.628,3,3,110.026
2018,15,bottas,96.702,4,4,110.222
2018,15,raikkonen,96.794,5,5,110.24
2018,15,ricciardo,96.996,6,6,110.256
2018,15,alonso,98.641,7,11,111.059
2018,15,sainz,98.716,8,12,111.551
2018,15,leclerc,98.747,9,13,111.789
2018,15,hulkenberg,98.588,10,10,112.018
2018,15,ericsson,99.453,11,14,112.247
2018,15,vandoorne,99.864,12,18,112.26
2018,15,gasly,99.691,13,15,112.404
2018,15,stroll,101.334,14,20,112.454
2018,15,grosjean,98.32,15,8,112.371
2018,15,perez,97.985,16,7,112.818
2018,15,brendon_hartley,99.809,17,17,113.063
2018,15,kevin_magnussen,99.644,18,16,113.373
2018,15,sirotkin,101.263,19,19,114.419
2018,16,hamilton,91.532,1,2,98.966
2018,16,bottas,91.387,2,1,99.014
2018,16,vettel,91.943,3,3,99.107
2018,16,raikkonen,92.237,4,4,99.278
2018,16,max_verstappen,93.048,5,11,99.551
2018,16,ricciardo,93.247,6,12,100.484
2018,16,leclerc,93.419,7,7,100.822
2018,16,kevin_magnussen,93.181,8,5,101.13
2018,16,ocon,93.413,9,6,101.207
2018,16,perez,93.563,10,8,101.286
2018,16,grosjean,93.704,11,9,101.587
2018,16,hulkenberg,94.655,12,15,101.668
2018,16,ericsson,95.196,13,10,102.009
2018,16,alonso,95.504,14,17,102.382
2018,16,stroll,96.437,15,20,102.4
2018,16,vandoorne,95.977,16,19,102.964
2018,16,sainz,94.626,17,14,103.044
2018,16,sirotkin,95.612,18,18,103.067
2018,16,gasly,94.383,19,13,115.279
2018,16,brendon_hartley,95.037,20,16,125.453
2018,17,hamilton,87.76,1,1,98.812
2018,17,bottas,88.059,2,2,99.056
2018,17,max_verstappen,89.057,3,3,99.082
2018,17,ricciardo,89.806,4,15,99.18
2018,17,raikkonen,89.521,5,4,99.775
2018,17,vettel,92.192,6,9,100.131
2018,17,perez,97.229,7,10,100.31
2018,17,grosjean,89.761,8,5,100.458
2018,17,ocon,90.126,9,8,100.474
2018,17,sainz,90.49,10,13,100.887
2018,17,gasly,90.093,11,7,101.134
2018,17,ericsson,91.213,12,20,101.544
2018,17,brendon_hartley,90.023,13,6,101.554
2018,17,alonso,90.573,14,18,101.56
2018,17,vandoorne,91.041,15,19,101.576
2018,17,sirotkin,90.372,16,17,101.622
2018,17,stroll,90.714,17,14,101.712
2018,17,leclerc,89.864,18,11,103.087
2018,17,hulkenberg,90.361,19,16,103.394
2018,17,kevin_magnussen,90.226,20,12,126.835
2018,18,raikkonen,92.307,1,3,101.047
2018,18,max_verstappen,94.766,2,15,101.07
2018,18,hamilton,92.237,3,1,101.089
2018,18,vettel,92.298,4,2,101.373
2018,18,bottas,92.616,5,4,101.489
2018,18,hulkenberg,94.215,6,7,102.605
2018,18,sainz,94.566,7,11,102.744
2018,18,perez,94.594,8,10,102.852
2018,18,brendon_hartley,95.206,9,14,103.454
2018,18,ericsson,95.536,10,19,103.478
2018,18,vandoorne,95.735,11,20,103.503
2018,18,gasly,94.85,12,13,103.924
2018,18,sirotkin,95.362,13,17,104.148
2018,18,stroll,95.48,14,18,105.194
2018,18,leclerc,94.42,15,9,106.217
2018,18,ricciardo,93.494,16,5,101.609
2018,18,grosjean,94.25,17,8,139.512
2018,18,alonso,95.294,18,16,133.811
2018,19,max_verstappen,74.785,1,2,83.223
2018,19,vettel,74.97,2,4,83.467
2018,19,raikkonen,75.33,3,6,83.926
2018,19,hamilton,74.894,4,3,84.332
2018,19,bottas,75.16,5,5,84.592
2018,19,hulkenberg,75.827,6,7,85.924
2018,19,leclerc,76.189,7,9,86.092
2018,19,vandoorne,76.966,8,17,86.394
2018,19,ericsson,76.513,9,10,86.549
2018,19,gasly,76.828,10,15,86.566
2018,19,ocon,76.844,11,11,86.632
2018,19,stroll,77.689,12,19,86.679
2018,19,sirotkin,77.886,13,20,86.69
2018,19,brendon_hartley,77.184,14,14,86.658
2018,19,kevin_magnussen,77.599,15,18,86.837
2018,19,grosjean,76.911,16,16,86.927
2018,19,ricciardo,74.759,17,1,83.16
2018,19,perez,77.167,18,13,87.607
2018,19,sainz,76.084,19,8,85.687
2018,19,alonso,76.871,20,12,87.985
2018,20,hamilton,67.281,1,1,73.649
2018,20,max_verstappen,67.778,2,5,73.67
2018,20,raikkonen,67.456,3,4,73.716
2018,20,ricciardo,67.78,4,6,73.722
2018,20,bottas,67.441,5,3,73.972
2018,20,vettel,67.374,6,2,74.029
2018,20,leclerc,68.492,7,8,74.271
2018,20,grosjean,68.517,8,9,74.37
2018,20,kevin_magnussen,68.659,9,11,74.393
2018,20,perez,68.741,10,12,74.827
2018,20,brendon_hartley,69.28,11,17,75.55
2018,20,sainz,69.269,12,16,75.562
2018,20,gasly,69.029,13,10,75.611
2018,20,vandoorne,69.601,14,20,75.633
2018,20,ocon,68.77,15,13,75.652
2018,20,sirotkin,70.381,16,15,76.029
2018,20,alonso,69.402,17,18,75.978
2018,20,stroll,69.441,18,19,76.292
2018,20,hulkenberg,68.834,19,14,76.047
2018,20,ericsson,68.296,20,7,79.128
2018,21,hamilton,94.794,1,1,108.734
2018,21,vettel,95.125,2,3,108.781
2018,21,max_verstappen,95.589,3,6,108.965
2018,21,ricciardo,95.401,4,5,109.014
2018,21,bottas,94.956,5,2,109.606
2018,21,sainz,96.982,6,11,110.053
2018,21,leclerc,96.237,7,8,110.385
2018,21,perez,97.541,8,14,110.394
2018,21,grosjean,96.192,9,7,111.188
2018,21,kevin_magnussen,97.309,10,13,111.216
2018,21,alonso,97.743,11,15,111.264
2018,21,brendon_hartley,97.994,12,16,111.668
2018,21,stroll,98.682,13,20,111.69
2018,21,vandoorne,98.577,14,18,111.703
2018,21,sirotkin,98.635,15,19,111.999
2018,21,gasly,98.166,16,17,112.381
2018,21,ocon,96.54,17,9,112.403
2018,21,ericsson,97.132,18,12,117.767
2018,21,raikkonen,95.365,19,4,141.123
2019,6,hamilton,70.166,1,1,79.595
2019,6,vettel,70.947,2,4,79.629
2019,6,bottas,70.252,3,2,79.636
2019,6,max_verstappen,70.641,4,3,79.602
2019,6,gasly,71.041,5,5,79.723
2019,6,sainz,71.417,6,9,80.281
2019,6,kvyat,71.271,7,8,80.295
2019,6,albon,71.653,8,10,80.303
2019,6,ricciardo,71.218,9,7,80.376
2019,6,grosjean,72.027,10,13,80.314
2019,6,norris,71.724,11,12,80.452
2019,6,perez,72.233,12,17,80.739
2019,6,hulkenberg,71.67,13,11,80.777
2019,6,kevin_magnussen,71.109,14,6,80.727
2019,6,russell,73.477,15,19,80.971
2019,6,stroll,72.846,16,18,81.061
2019,6,raikkonen,72.115,17,14,81.261
2019,6,kubica,73.751,18,20,81.656
2019,6,giovinazzi,72.185,19,15,81.768
2019,6,leclerc,72.149,20,16,90.65
2019,7,hamilton,70.446,1,2,76.387
2019,7,vettel,70.24,2,1,76.368
2019,7,leclerc,70.92,3,3,76.454
2019,7,bottas,71.101,4,6,77.116
2019,7,max_verstappen,71.8,5,11,77.211
2019,7,ricciardo,71.071,6,4,77.539
2019,7,hulkenberg,71.324,7,7,77.544
2019,7,gasly,71.079,8,5,77.69
2019,7,stroll,72.266,9,18,77.958
2019,7,kvyat,71.921,10,12,77.994
2019,7,sainz,73.981,11,9,78.026
2019,7,perez,72.197,12,16,78.145
2019,7,giovinazzi,72.136,13,13,78.478
2019,7,grosjean,72.109,14,15,78.502
2019,7,raikkonen,72.23,15,17,78.51
2019,7,russell,73.617,16,19,79.409
2019,7,kevin_magnussen,71.786,17,10,79.535
2019,7,kubica,74.393,18,20,80.241
2019,7,albon,72.193,19,14,79.431
2019,7,norris,71.863,20,8,80.776
2019,8,hamilton,88.319,1,1,95.683
2019,8,bottas,88.605,2,2,96.024
2019,8,leclerc,88.965,3,3,96.041
2019,8,max_verstappen,89.409,4,4,96.342
2019,8,vettel,89.799,5,7,96.868
2019,8,sainz,89.522,6,6,97.484
2019,8,raikkonen,90.533,7,12,97.688
2019,8,hulkenberg,90.544,8,13,97.699
2019,8,norris,89.418,9,5,97.734
2019,8,gasly,90.184,10,9,97.835
2019,8,ricciardo,89.918,11,8,97.671
2019,8,perez,90.738,12,14,97.933
2019,8,stroll,91.726,13,18,97.979
2019,8,kvyat,91.564,14,16,98.214
2019,8,albon,90.461,15,11,98.26
2019,8,giovinazzi,93.42,16,10,98.591
2019,8,kevin_magnussen,91.44,17,15,98.688
2019,8,kubica,93.205,18,20,100.09
2019,8,russell,92.789,19,19,100.268
