season,round,driver,fastest_time,podium,grid,time
2015,14,nasr,95.76,20,18,103.056
2015,15,hamilton,97.433,1,2,110.019
2015,15,vettel,97.965,2,4,110.132
2015,15,perez,98.691,3,7,110.565
2015,15,massa,99.895,4,15,110.752
2015,15,nasr,99.323,6,12,111.086
2015,15,maldonado,99.811,7,14,111.172
2015,15,raikkonen,98.348,8,5,110.819
2015,15,button,99.763,9,13,111.519
2015,15,max_verstappen,98.924,10,9,111.688
2015,15,alonso,100.144,11,16,111.646
2015,15,bottas,97.912,12,3,110.646
2015,15,merhi,103.804,13,19,113.532
2015,15,stevens,103.693,14,18,114.484
2015,15,ricciardo,99.728,15,10,111.669
2015,15,grosjean,98.787,17,8,118.789
2015,15,rosberg,97.113,18,1,127.623
2015,16,hamilton,116.929,1,2,118.798
2015,16,rosberg,116.824,2,1,118.849
2015,16,vettel,118.596,3,5,118.859
2015,16,max_verstappen,120.199,4,10,119.198
2015,16,perez,119.21,5,6,119.234
2015,16,button,121.193,6,14,119.299
2015,16,sainz,127.304,7,20,119.256
2015,16,maldonado,121.604,8,15,119.375
2015,16,nasr,123.194,9,17,119.517
2015,16,ricciardo,117.969,10,3,119.751
2015,16,alonso,120.265,11,11,119.777
2015,16,rossi,124.176,12,18,120.143
2015,16,kvyat,118.434,13,4,121.276
2015,16,hulkenberg,119.333,14,7,121.837
2015,16,ericsson,122.212,15,16,121.445
2015,16,raikkonen,119.703,16,8,122.751
2015,16,massa,119.999,17,9,121.013
2015,16,grosjean,120.595,18,13,136.864
2015,16,bottas,120.334,19,12,157.747
2015,17,rosberg,79.48,1,1,86.691
2015,17,hamilton,79.668,2,2,86.718
2015,17,bottas,80.448,3,6,86.896
2015,17,kvyat,80.398,4,4,86.924
2015,17,ricciardo,80.399,5,5,86.968
2015,17,massa,80.567,6,7,86.993
2015,17,hulkenberg,80.788,7,10,87.055
2015,17,perez,80.716,8,9,87.174
2015,17,max_verstappen,80.71,9,8,87.187
2015,17,grosjean,81.038,10,12,87.225
2015,17,maldonado,81.261,11,13,87.233
2015,17,ericsson,81.544,12,14,87.257
2015,17,sainz,80.942,13,11,87.378
2015,17,rossi,84.136,15,18,89.361
2015,17,stevens,84.386,16,19,89.511
2015,17,nasr,81.788,17,17,88.139
2015,17,vettel,79.85,18,3,85.567
2015,17,raikkonen,82.494,19,15,86.312
2015,18,rosberg,71.282,1,1,77.029
2015,18,hamilton,71.36,2,2,77.139
2015,18,vettel,71.804,3,3,77.23
2015,18,raikkonen,72.144,4,5,77.699
2015,18,bottas,72.085,5,4,78.159
2015,18,hulkenberg,72.265,6,6,78.392
2015,18,kvyat,72.322,7,7,78.436
2015,18,grosjean,73.913,8,15,78.679
2015,18,max_verstappen,72.739,9,10,78.833
2015,18,maldonado,73.385,10,16,78.858
2015,18,ricciardo,72.417,11,9,78.88
2015,18,perez,73.147,12,13,78.993
2015,18,nasr,72.989,13,11,79.014
2015,18,button,73.425,14,17,79.022
2015,18,ericsson,73.233,16,14,79.426
2015,18,stevens,76.283,17,19,81.839
2015,18,rossi,76.151,18,18,81.996
2015,18,massa,72.415,20,8,78.509
2015,19,rosberg,100.237,1,1,107.458
2015,19,hamilton,100.614,2,2,107.608
2015,19,raikkonen,101.051,3,3,107.811
2015,19,vettel,102.941,4,16,108.253
2015,19,perez,101.184,5,4,108.62
2015,19,ricciardo,101.444,6,5,108.64
2015,19,hulkenberg,101.686,7,7,109.16
2015,19,massa,101.759,8,8,109.235
2015,19,grosjean,102.585,9,15,109.243
2015,19,kvyat,101.933,10,9,109.319
2015,19,sainz,102.708,11,10,109.34
2015,19,button,102.668,12,12,109.996
2015,19,bottas,101.656,13,6,110.005
2015,19,ericsson,103.838,14,18,110.04
2015,19,nasr,103.614,15,14,110.113
2015,19,max_verstappen,102.521,16,11,109.705
2015,19,alonso,103.187,17,17,112.41
2015,19,stevens,106.297,18,19,113.098
2015,19,merhi,107.434,19,20,114.454
2016,1,rosberg,84.197,1,2,113.957
2016,1,hamilton,83.837,2,1,114.099
2016,1,vettel,84.675,3,3,114.126
2016,1,ricciardo,85.589,4,8,114.384
2016,1,massa,85.458,5,6,114.992
2016,1,grosjean,88.322,6,19,115.222
2016,1,hulkenberg,85.865,7,10,115.259
2016,1,bottas,85.961,8,11,115.276
2016,1,sainz,85.582,9,7,115.285
2016,1,max_verstappen,85.434,10,5,115.305
2016,1,jolyon_palmer,87.601,11,14,115.42
2016,1,kevin_magnussen,87.742,12,15,115.459
2016,1,perez,85.753,13,9,115.566
2016,1,button,86.304,14,13,116.022
2016,1,nasr,87.958,15,17,116.173
2016,1,wehrlein,89.642,16,22,117.592
2016,1,ericsson,87.435,17,16,127.522
2016,1,raikkonen,85.033,18,4,152.369
2016,1,haryanto,89.627,19,21,99.412
2016,1,gutierrez,89.606,20,20,96.172
2016,1,alonso,86.125,21,12,96.208
2016,2,rosberg,89.57,1,2,98.503
2016,2,raikkonen,90.244,2,4,98.684
2016,2,hamilton,89.493,3,1,99.032
2016,2,ricciardo,90.854,4,5,99.6
2016,2,grosjean,91.756,5,9,99.877
2016,2,max_verstappen,91.772,6,10,99.923
2016,2,kvyat,92.241,7,15,100.283
2016,2,massa,91.155,8,7,100.327
2016,2,bottas,91.153,9,6,100.451
2016,2,vandoorne,91.934,10,12,100.502
2016,2,kevin_magnussen,93.181,11,19,100.821
2016,2,ericsson,92.84,12,17,100.96
2016,2,wehrlein,92.806,13,16,101.006
2016,2,nasr,94.388,14,22,101.114
2016,2,hulkenberg,91.62,15,8,101.133
2016,2,perez,92.911,16,18,101.166
2016,2,haryanto,94.19,17,21,101.504
2016,2,sainz,91.816,18,11,104.221
2016,2,gutierrez,91.945,19,13,105.927
2016,2,button,91.998,20,14,100.906
2016,3,rosberg,95.402,1,1,105.962
2016,3,vettel,96.246,2,4,106.637
2016,3,kvyat,96.399,3,6,106.783
2016,3,ricciardo,95.917,4,2,106.903
2016,3,raikkonen,95.972,5,3,107.139
2016,3,massa,97.347,6,11,107.311
2016,3,max_verstappen,97.194,8,9,107.378
2016,3,sainz,96.881,9,8,107.465
2016,3,bottas,96.296,10,5,107.501
2016,3,perez,96.865,11,7,107.646
2016,3,alonso,98.826,12,12,107.699
2016,3,button,99.093,13,13,107.784
2016,3,gutierrez,98.77,14,18,107.973
2016,3,hulkenberg,97.333,15,10,107.998
2016,3,ericsson,100.742,16,15,108.189
2016,3,kevin_magnussen,98.673,17,17,108.367
2016,3,grosjean,99.83,19,14,108.484
2016,3,nasr,102.43,20,16,108.903
2016,3,haryanto,100.264,21,20,109.004
2016,3,jolyon_palmer,99.528,22,19,109.043
2016,4,rosberg,95.417,1,1,104.943
2016,4,hamilton,95.82,2,10,105.415
2016,4,raikkonen,96.663,3,4,105.547
2016,4,bottas,96.536,4,3,105.891
2016,4,massa,97.016,5,5,106.348
2016,4,alonso,97.807,6,14,107.021
2016,4,kevin_magnussen,98.914,7,17,107.187
2016,4,grosjean,98.055,8,15,107.225
2016,4,perez,97.212,9,7,107.254
2016,4,button,97.701,10,12,107.33
2016,4,ricciardo,97.125,11,6,107.478
2016,4,sainz,97.652,12,11,107.463
2016,4,jolyon_palmer,99.009,13,18,107.656
2016,4,ericsson,99.519,14,22,107.694
2016,4,kvyat,97.459,15,8,107.995
2016,4,nasr,99.018,16,19,108.025
2016,4,gutierrez,98.115,17,16,108.259
2016,4,wehrlein,99.399,18,20,109.791
2016,4,max_verstappen,97.583,19,9,109.087
2016,5,max_verstappen,83.087,1,4,92.424
2016,5,raikkonen,83.113,2,5,92.434
2016,5,vettel,83.334,3,6,92.509
2016,5,ricciardo,82.68,4,3,93.09
2016,5,bottas,83.522,5,7,93.11
2016,5,sainz,83.643,6,8,93.355
2016,5,perez,83.782,7,9,93.63
2016,5,massa,84.941,8,18,93.647
2016,5,button,84.348,9,12,93.884
2016,5,kvyat,84.445,10,13,93.935
2016,5,gutierrez,84.778,11,16,94.052
2016,5,ericsson,85.202,12,19,94.481
2016,5,jolyon_palmer,84.903,13,17,94.567
2016,5,kevin_magnussen,84.625,14,15,94.61
2016,5,nasr,85.579,15,20,94.618
2016,5,wehrlein,85.745,16,21,94.999
2016,5,haryanto,85.939,17,22,95.226
2016,5,grosjean,84.48,18,14,95.265
2016,5,alonso,83.981,19,10,95.255
2016,5,hulkenberg,84.203,20,11,98.555
2016,6,hamilton,73.942,1,3,91.912
2016,6,ricciardo,73.622,2,1,92.005
2016,6,perez,74.902,3,8,92.089
2016,6,vettel,74.552,4,4,92.115
2016,6,alonso,75.363,5,10,93.003
2016,6,hulkenberg,74.726,6,5,93.104
2016,6,rosberg,73.791,7,2,93.108
2016,6,sainz,74.749,8,7,93.127
2016,6,button,75.352,9,13,93.353
2016,6,massa,75.385,10,14,93.4
2016,6,gutierrez,75.293,11,12,94.111
2016,6,bottas,75.273,12,11,94.099
2016,6,grosjean,75.571,13,15,95.356
2016,6,wehrlein,77.452,14,20,95.326
2016,6,haryanto,77.295,15,19,97.051
2016,6,ericsson,76.299,16,17,101.983
2016,6,max_verstappen,82.467,18,21,105.373
2016,6,kevin_magnussen,76.058,19,16,111.197
2016,6,kvyat,75.273,20,9,121.788
2016,6,raikkonen,74.732,21,6,127.239
2016,6,jolyon_palmer,76.586,22,18,134.034
2016,7,hamilton,72.812,1,1,78.076
2016,7,vettel,72.99,2,3,78.147
2016,7,bottas,73.67,3,7,78.739
2016,7,max_verstappen,73.414,4,5,78.833
2016,7,rosberg,72.874,5,2,78.963
2016,7,raikkonen,73.579,6,6,78.976
2016,7,ricciardo,73.166,7,4,78.985
2016,7,hulkenberg,73.952,8,9,79.407
2016,7,sainz,81.956,9,16,79.49
2016,7,perez,74.317,10,11,79.527
2016,7,alonso,74.338,11,10,79.926
2016,7,kvyat,74.457,12,13,80.011
2016,7,gutierrez,74.571,13,14,80.379
2016,7,grosjean,74.803,14,15,80.388
2016,7,ericsson,75.635,15,19,80.505
2016,7,wehrlein,75.599,17,18,80.82
2016,7,nasr,76.663,18,20,81.001
2016,7,haryanto,77.052,19,21,81.469
2016,7,massa,73.769,20,8,80.248
2016,7,jolyon_palmer,75.459,21,17,82.833
2016,7,button,74.437,22,12,81.439
2016,8,rosberg,102.758,1,1,109.262
2016,8,vettel,103.966,2,4,109.589
2016,8,perez,103.515,3,2,109.757
2016,8,raikkonen,104.269,4,5,109.813
2016,8,hamilton,121.954,5,10,110.367
2016,8,bottas,105.246,6,8,110.456
2016,8,ricciardo,103.966,7,3,110.62
2016,8,max_verstappen,105.57,8,9,110.648
2016,8,hulkenberg,104.824,9,12,110.786
2016,8,massa,104.483,10,6,110.936
2016,8,button,105.804,11,19,111.317
2016,8,nasr,106.048,12,16,111.551
2016,8,grosjean,104.755,13,11,111.599
2016,8,kevin_magnussen,106.348,14,21,111.835
2016,8,jolyon_palmer,106.394,15,22,112.082
2016,8,gutierrez,105.349,16,15,112.179
2016,8,ericsson,106.231,17,20,112.454
2016,8,haryanto,105.665,18,17,113.987
2016,8,alonso,105.27,19,14,112.829
2016,8,wehrlein,105.75,20,18,113.486
2016,8,sainz,105.0,21,13,112.991
2016,8,kvyat,104.717,22,7,122.824
2016,9,hamilton,67.922,1,1,74.058
2016,9,max_verstappen,71.153,2,9,74.138
2016,9,raikkonen,69.901,3,6,74.143
2016,9,rosberg,68.465,4,2,74.293
2016,9,ricciardo,69.98,5,7,74.494
2016,9,button,69.9,6,5,74.589
2016,9,grosjean,67.85,7,13,74.617
2016,9,sainz,67.618,8,15,74.725
2016,9,bottas,70.44,9,8,75.142
2016,9,wehrlein,67.7,10,12,75.158
2016,9,gutierrez,67.578,11,11,75.167
2016,9,jolyon_palmer,67.965,12,18,75.381
2016,9,nasr,68.446,13,22,75.407
2016,9,kevin_magnussen,67.941,14,17,75.45
2016,9,ericsson,68.418,15,21,75.505
2016,9,haryanto,68.026,16,19,75.526
2016,9,perez,67.657,17,16,74.808
2016,9,alonso,68.154,18,14,75.723
2016,9,hulkenberg,69.285,19,3,76.008
2016,9,massa,71.977,20,10,75.714
2016,9,vettel,69.781,21,4,72.159
2016,9,kvyat,68.409,22,20,82.317
2016,10,hamilton,89.287,1,1,109.535
2016,10,max_verstappen,90.313,2,3,109.694
2016,10,rosberg,89.606,3,2,109.668
2016,10,ricciardo,90.618,4,4,110.039
2016,10,raikkonen,90.881,5,5,110.876
2016,10,perez,91.875,6,11,111.015
2016,10,hulkenberg,92.172,7,9,111.03
2016,10,sainz,91.989,8,8,111.186
2016,10,vettel,91.49,9,6,111.202
2016,10,kvyat,92.306,10,15,111.316
2016,10,massa,92.002,11,12,111.7
2016,10,button,92.788,12,17,111.782
2016,10,alonso,92.343,13,10,112.055
2016,10,bottas,91.557,14,7,112.382
2016,10,nasr,93.544,15,21,112.553
2016,10,gutierrez,92.241,16,14,112.759
2016,10,kevin_magnussen,97.06,17,16,113.838
2016,10,jolyon_palmer,92.905,18,18,120.841
2016,10,haryanto,93.098,19,19,129.149
2016,10,grosjean,92.05,20,13,137.194
2016,10,wehrlein,93.151,22,20,169.411
2016,11,hamilton,80.108,1,2,86.144
2016,11,rosberg,79.965,2,1,86.173
2016,11,ricciardo,80.28,3,3,86.538
2016,11,vettel,80.874,4,5,86.548
2016,11,max_verstappen,80.557,5,4,86.84
2016,11,raikkonen,85.435,6,14,86.845
2016,11,alonso,81.211,7,7,87.476
2016,11,sainz,81.131,8,6,87.527
2016,11,bottas,82.182,9,10,87.632
2016,11,hulkenberg,81.823,10,9,87.735
2016,11,perez,85.416,11,13,87.95
2016,11,jolyon_palmer,103.965,12,17,88.055
2016,11,gutierrez,86.189,13,15,88.04
2016,11,grosjean,84.941,14,11,88.206
2016,11,kevin_magnussen,104.543,15,19,88.224
2016,11,kvyat,85.301,16,12,88.234
2016,11,nasr,87.063,17,16,88.256
2016,11,massa,103.999,18,18,89.036
2016,11,wehrlein,107.343,19,21,89.305
2016,11,ericsson,106.984,20,20,89.361
2016,11,haryanto,110.189,21,22,89.774
2016,11,button,81.597,22,8,89.144
2016,12,hamilton,74.47,1,2,81.257
2016,12,ricciardo,74.726,2,3,81.361
2016,12,max_verstappen,74.834,3,4,81.457
2016,12,rosberg,74.363,4,1,81.493
2016,12,vettel,75.315,5,6,81.743
2016,12,raikkonen,75.142,6,5,81.809
2016,12,hulkenberg,75.51,7,7,82.302
2016,12,button,75.909,8,12,82.609
2016,12,bottas,75.53,9,8,82.681
2016,12,perez,75.537,10,9,82.705
2016,12,gutierrez,75.883,11,11,82.806
2016,12,alonso,76.041,12,14,82.873
2016,12,grosjean,76.086,13,15,82.925
2016,12,sainz,75.989,14,13,82.968
2016,12,kvyat,76.876,15,19,83.006
2016,12,kevin_magnussen,76.716,16,17,83.252
2016,12,wehrlein,76.717,17,18,83.83
2016,12,ericsson,77.238,18,22,83.967
2016,12,jolyon_palmer,76.665,19,16,84.156
2016,12,haryanto,76.977,20,20,84.578
2016,12,nasr,77.123,21,21,84.472
2016,12,massa,75.615,22,10,84.63
2016,13,rosberg,106.744,1,1,142.979
2016,13,ricciardo,107.216,2,5,143.299
2016,13,hamilton,110.033,3,21,143.607
2016,13,hulkenberg,107.543,4,7,143.795
2016,13,perez,107.407,5,6,143.903
2016,13,vettel,107.108,6,4,144.01
2016,13,bottas,107.612,8,8,144.346
2016,13,raikkonen,106.91,9,3,144.367
2016,13,massa,108.263,10,10,144.476
2016,13,max_verstappen,106.893,11,2,144.595
2016,13,gutierrez,108.598,12,13,144.658
2016,13,grosjean,108.316,13,11,144.717
2016,13,kvyat,109.058,14,19,144.958
2016,13,jolyon_palmer,108.888,15,14,145.096
2016,13,ocon,109.05,16,18,146.567
2016,13,nasr,108.949,17,17,146.594
2016,13,kevin_magnussen,108.485,18,12,121.888
2016,13,ericsson,109.071,19,20,140.786
2016,14,rosberg,81.613,1,2,87.7
2016,14,hamilton,81.135,2,1,87.984
2016,14,vettel,81.972,3,3,88.096
2016,14,raikkonen,82.065,4,4,88.22
2016,14,ricciardo,82.389,5,6,88.554
2016,14,bottas,82.388,6,5,88.662
2016,14,max_verstappen,82.411,7,7,88.723
2016,14,perez,82.814,8,8,88.925
2016,14,massa,82.967,9,11,88.938
2016,14,hulkenberg,82.836,10,9,89.184
2016,14,grosjean,83.092,11,12,89.455
2016,14,button,83.399,12,15,89.466
2016,14,gutierrez,83.184,13,10,89.854
2016,14,alonso,83.273,14,13,89.976
2016,14,sainz,83.496,15,16,90.027
2016,14,ericsson,84.087,16,19,90.422
2016,14,kevin_magnussen,84.436,17,21,91.052
2016,14,kvyat,83.825,19,17,91.658
2016,14,wehrlein,83.315,20,14,90.848
2016,14,jolyon_palmer,84.23,21,20,100.509
2016,15,rosberg,102.584,1,1,113.917
2016,15,ricciardo,103.115,2,2,113.925
2016,15,hamilton,103.288,3,3,114.049
2016,15,raikkonen,103.54,4,5,114.085
2016,15,vettel,109.116,5,22,114.371
2016,15,max_verstappen,103.328,6,4,115.084
2016,15,alonso,104.553,7,9,115.379
2016,15,perez,104.582,8,10,115.738
2016,15,kvyat,104.469,9,7,115.746
2016,15,kevin_magnussen,106.825,10,17,115.884
2016,15,gutierrez,105.593,11,14,116.096
2016,15,massa,104.991,12,12,116.121
2016,15,nasr,106.86,13,18,116.437
2016,15,sainz,104.197,14,6,116.543
2016,15,jolyon_palmer,106.96,15,19,116.892
2016,15,wehrlein,107.667,16,20,117.138
2016,15,ericsson,107.827,17,16,117.146
2016,15,ocon,108.296,18,21,119.384
2016,15,button,105.144,19,13,118.901
2016,15,bottas,104.74,20,11,120.694
2016,16,ricciardo,93.467,1,4,104.157
2016,16,max_verstappen,93.42,2,3,104.2
2016,16,rosberg,93.264,3,2,104.434
2016,16,raikkonen,93.632,4,6,104.671
2016,16,bottas,94.577,5,11,105.256
2016,16,perez,94.319,6,7,105.296
2016,16,alonso,97.155,7,22,105.321
2016,16,hulkenberg,94.489,8,8,105.479
2016,16,button,94.518,9,9,105.618
2016,16,jolyon_palmer,95.999,10,19,105.861
2016,16,sainz,95.374,11,16,105.922
2016,16,ericsson,95.816,12,17,106.229
2016,16,massa,94.671,13,10,106.623
2016,16,kvyat,95.369,14,15,106.839
2016,16,wehrlein,96.587,15,21,107.296
2016,16,ocon,96.451,16,20,107.682
2016,16,nasr,95.949,17,18,107.997
2016,16,hamilton,92.85,18,1,103.314
2016,16,gutierrez,95.097,19,13,107.643
2016,16,kevin_magnussen,95.277,20,14,113.059
2016,16,grosjean,95.001,21,12,111.418
2016,17,rosberg,90.647,1,1,98.176
2016,17,max_verstappen,91.178,2,5,98.27
2016,17,hamilton,90.66,3,2,98.285
2016,17,vettel,91.028,4,4,98.559
2016,17,raikkonen,90.949,5,3,98.711
2016,17,ricciardo,91.24,6,6,98.816
2016,17,perez,91.961,7,7,99.261
2016,17,hulkenberg,92.142,8,9,99.293
2016,17,massa,92.38,9,12,100.021
2016,17,bottas,92.315,10,11,100.031
2016,17,grosjean,91.961,11,8,100.049
2016,17,jolyon_palmer,92.807,12,16,100.381
2016,17,kvyat,92.623,13,13,100.497
2016,17,kevin_magnussen,93.023,14,18,100.683
2016,17,ericsson,93.222,15,19,100.698
2016,17,alonso,92.689,16,15,100.739
2016,17,sainz,92.685,17,14,100.756
2016,17,button,92.851,18,17,100.823
2016,17,nasr,93.332,19,20,100.992
2016,17,gutierrez,92.547,20,10,101.051
2016,17,ocon,93.353,21,21,101.092
2016,17,wehrlein,93.561,22,22,101.474
2016,18,hamilton,94.999,1,1,105.225
2016,18,rosberg,95.215,2,2,105.306
2016,18,ricciardo,95.509,3,3,105.577
2016,18,vettel,96.358,4,6,105.996
2016,18,alonso,97.417,5,12,106.903
2016,18,sainz,97.326,6,10,106.942
2016,18,massa,97.269,7,9,107.256
2016,18,perez,97.353,8,11,107.521
2016,18,button,98.327,9,19,107.557
2016,18,grosjean,98.308,10,17,107.7
2016,18,kvyat,97.48,11,13,108.135
2016,18,kevin_magnussen,98.317,12,18,108.057
2016,18,jolyon_palmer,97.935,13,15,108.25
2016,18,ericsson,99.356,14,16,108.338
2016,18,nasr,98.583,15,21,108.643
2016,18,bottas,97.116,16,8,108.83
2016,18,wehrlein,98.548,17,20,108.851
2016,18,ocon,98.806,18,22,109.565
2016,18,raikkonen,96.131,19,5,106.651
2016,18,max_verstappen,95.747,20,4,106.004
2016,18,gutierrez,97.773,21,14,110.559
2016,19,hamilton,78.704,1,1,84.949
2016,19,rosberg,78.958,2,2,85.067
2016,19,ricciardo,79.133,3,4,85.243
2016,19,max_verstappen,79.054,4,3,85.179
2016,19,vettel,79.381,5,7,85.193
2016,19,raikkonen,79.376,6,6,85.645
2016,19,hulkenberg,79.33,7,5,85.779
2016,19,bottas,79.551,8,8,85.873
2016,19,massa,80.032,9,9,86.023
2016,19,perez,80.287,10,12,86.031
2016,19,ericsson,81.536,11,15,86.66
2016,19,button,80.673,12,13,86.757
2016,19,alonso,80.282,13,11,86.877
2016,19,nasr,81.692,15,19,87.078
2016,19,sainz,80.378,16,10,87.032
2016,19,kevin_magnussen,81.131,17,14,87.161
2016,19,kvyat,81.454,18,18,87.09
2016,19,gutierrez,81.401,19,17,87.17
2016,19,grosjean,81.916,20,21,87.299
2016,19,ocon,81.881,21,20,87.842
2016,20,hamilton,70.736,1,1,152.977
2016,20,rosberg,70.838,2,2,153.138
2016,20,max_verstappen,71.485,3,4,153.279
2016,20,perez,72.165,4,9,153.334
2016,20,vettel,71.495,5,5,153.347
2016,20,sainz,72.92,6,15,153.387
2016,20,hulkenberg,72.104,7,8,153.397
2016,20,ricciardo,71.54,8,6,153.406
2016,20,nasr,73.681,9,22,153.577
2016,20,alonso,72.266,10,10,153.602
2016,20,bottas,72.42,11,11,153.614
2016,20,ocon,73.432,12,20,153.622
2016,20,kvyat,72.726,13,14,153.698
2016,20,kevin_magnussen,73.41,14,18,153.703
2016,20,wehrlein,73.427,15,19,153.829
2016,20,button,73.276,16,17,154.131
2016,20,gutierrez,72.431,17,12,166.118
2016,20,massa,72.521,18,13,183.792
2016,20,jolyon_palmer,73.258,19,16,115.276
2016,20,raikkonen,71.404,20,3,112.98
2016,20,ericsson,73.623,21,21,115.501
2016,21,hamilton,98.755,1,1,106.982
2016,21,rosberg,99.058,2,2,106.99
2016,21,vettel,99.661,3,5,106.997
2016,21,max_verstappen,99.818,4,6,107.013
2016,21,ricciardo,99.589,5,3,107.079
2016,21,raikkonen,99.604,6,4,107.324
2016,21,hulkenberg,100.501,7,7,107.893
2016,21,perez,100.519,8,8,108.051
2016,21,massa,101.213,9,10,108.063
2016,21,alonso,101.106,10,9,108.071
2016,21,grosjean,101.564,11,14,108.378
2016,21,gutierrez,101.48,12,13,108.711
2016,21,ocon,102.286,13,20,109.527
2016,21,wehrlein,101.995,14,16,109.644
2016,21,ericsson,102.637,15,22,109.661
2016,21,nasr,102.247,16,19,109.76
2016,21,jolyon_palmer,101.82,17,15,109.819
2016,21,sainz,102.393,18,21,110.296
2016,21,kvyat,102.003,19,17,111.637
2016,21,button,101.272,20,12,113.57
2016,21,bottas,101.084,21,11,110.512
2016,21,kevin_magnussen,102.142,22,18,117.462
2017,1,vettel,82.456,1,2,88.626
2017,1,hamilton,82.188,2,1,88.801
2017,1,bottas,82.481,3,3,88.823
2017,1,raikkonen,83.033,4,4,89.019
2017,1,max_verstappen,83.485,5,5,89.132
2017,1,massa,84.443,6,7,90.089
2017,1,perez,85.081,7,11,90.492
2017,1,sainz,84.487,8,8,90.516
2017,1,kvyat,84.512,9,9,90.759
2017,1,ocon,85.568,10,14,91.431
2017,1,hulkenberg,85.091,11,12,91.449
2017,1,giovinazzi,86.419,12,16,92.441
2017,1,vandoorne,86.858,13,18,92.706
2017,1,alonso,85.425,14,13,91.728
2017,1,kevin_magnussen,86.847,15,17,93.985
2017,1,stroll,87.143,16,19,92.861
2017,1,ricciardo,83.989,17,10,98.88
2017,1,ericsson,86.465,18,15,94.356
2017,1,jolyon_palmer,88.244,19,20,96.512
2017,1,grosjean,84.074,20,6,91.334
2017,2,hamilton,91.678,1,1,104.574
2017,2,vettel,91.864,2,2,104.686
2017,2,max_verstappen,95.433,3,19,105.381
2017,2,ricciardo,93.033,4,5,105.396
2017,2,raikkonen,92.14,5,4,105.433
2017,2,bottas,91.865,6,3,105.446
2017,2,sainz,94.15,7,11,105.876
2017,2,kevin_magnussen,94.164,8,12,106.652
2017,2,perez,93.706,9,8,106.911
2017,2,ocon,95.496,10,20,107.03
2017,2,grosjean,95.223,11,17,107.26
2017,2,hulkenberg,93.58,12,7,107.566
2017,2,jolyon_palmer,95.279,13,18,107.604
2017,2,massa,93.507,14,6,107.716
2017,2,ericsson,95.046,15,14,108.234
2017,2,alonso,94.372,16,13,111.278
2017,2,kvyat,93.719,17,9,122.014
2017,2,vandoorne,95.023,18,16,126.416
2017,3,vettel,89.247,1,3,98.831
2017,3,hamilton,88.792,2,2,98.948
2017,3,bottas,88.769,3,1,99.189
2017,3,raikkonen,89.567,4,5,99.225
2017,3,ricciardo,89.545,5,4,99.521
2017,3,massa,90.074,6,8,99.784
2017,3,perez,92.318,7,18,99.929
2017,3,grosjean,90.763,8,9,100.145
2017,3,hulkenberg,89.842,9,7,100.238
2017,3,ocon,91.684,10,14,100.51
2017,3,wehrlein,91.414,11,13,100.8
2017,3,kvyat,90.923,12,11,100.81
2017,3,jolyon_palmer,91.074,13,10,100.94
2017,3,alonso,92.054,14,15,101.404
2017,3,ericsson,92.543,15,19,101.414
2017,3,sainz,92.118,16,16,99.045
2017,3,stroll,91.168,17,12,100.739
2017,3,max_verstappen,89.687,18,6,97.499
2017,3,kevin_magnussen,92.9,19,20,100.03
2017,4,bottas,93.289,1,3,101.707
2017,4,vettel,93.194,2,1,101.718
2017,4,raikkonen,93.253,3,2,101.918
2017,4,hamilton,93.767,4,4,102.405
2017,4,max_verstappen,95.161,5,7,102.868
2017,4,perez,95.337,6,9,103.376
2017,4,ocon,95.43,7,10,103.534
2017,4,hulkenberg,95.285,8,8,103.556
2017,4,massa,95.11,9,6,103.749
2017,4,sainz,95.948,10,11,104.007
2017,4,stroll,95.964,11,12,104.118
2017,4,kvyat,95.968,12,13,104.196
2017,4,kevin_magnussen,96.017,13,14,104.572
2017,4,vandoorne,97.07,14,17,105.119
2017,4,ericsson,97.507,15,19,105.171
2017,4,wehrlein,97.332,16,18,105.875
2017,4,ricciardo,94.905,17,5,136.684
2017,5,hamilton,79.149,1,1,87.22
2017,5,vettel,79.2,2,2,87.273
2017,5,ricciardo,80.175,3,6,88.368
2017,5,perez,81.07,4,8,89.012
2017,5,ocon,81.272,5,10,89.186
2017,5,hulkenberg,81.397,6,13,89.549
2017,5,sainz,81.371,7,12,89.639
2017,5,wehrlein,81.803,8,15,89.621
2017,5,kvyat,82.746,9,20,89.844
2017,5,grosjean,81.517,10,14,89.885
2017,5,ericsson,82.332,11,16,90.084
2017,5,alonso,81.048,12,7,90.263
2017,5,massa,81.232,13,9,90.349
2017,5,kevin_magnussen,81.329,14,11,90.437
2017,5,jolyon_palmer,82.401,15,17,90.457
2017,5,stroll,82.411,16,18,90.53
2017,5,bottas,79.373,17,3,89.522
2017,5,vandoorne,82.532,18,19,90.437
2017,6,vettel,72.221,1,2,80.568
2017,6,raikkonen,72.178,2,1,80.609
2017,6,ricciardo,72.998,3,5,80.616
2017,6,bottas,72.223,4,3,80.639
2017,6,max_verstappen,72.496,5,4,80.648
2017,6,sainz,73.162,6,6,80.723
2017,6,hamilton,74.106,7,14,80.771
2017,6,grosjean,73.349,8,8,80.801
2017,6,massa,80.529,9,15,80.818
2017,6,kevin_magnussen,73.959,10,13,80.843
2017,6,jolyon_palmer,74.696,11,17,80.86
2017,6,ocon,74.101,12,16,80.873
2017,6,perez,73.329,13,7,81.07
