season,round,grid,circuit_id,driver,fastest_time,stage,q_delta
2016,3,15,shanghai,ericsson,100.742,q2,5.340000000000003
2016,3,16,shanghai,nasr,102.43,q2,7.028000000000006
2016,3,17,shanghai,kevin_magnussen,98.673,q1,3.271000000000001
2016,3,18,shanghai,gutierrez,98.77,q1,3.367999999999995
2016,3,19,shanghai,jolyon_palmer,99.528,q1,4.126000000000005
2016,3,2,shanghai,ricciardo,95.917,q3,0.5150000000000006
2016,3,20,shanghai,haryanto,100.264,q1,4.861999999999995
2016,3,21,shanghai,wehrlein,,,0.0
2016,3,22,shanghai,hamilton,,,0.0
2016,3,3,shanghai,raikkonen,95.972,q3,0.0
2016,3,4,shanghai,vettel,96.246,q3,5.135999999999996
2016,3,5,shanghai,bottas,96.296,q3,5.186000000000007
2016,3,6,shanghai,kvyat,96.399,q3,5.2890000000000015
2016,3,7,shanghai,perez,96.865,q3,5.7549999999999955
2016,3,8,shanghai,sainz,96.881,q3,5.771000000000001
2016,3,9,shanghai,max_verstappen,97.194,q3,6.084000000000003
2016,4,1,sochi,rosberg,95.417,q3,0.0
2016,4,10,sochi,hamilton,95.82,q2,0.4029999999999916
2016,4,11,sochi,sainz,97.652,q2,2.2349999999999994
2016,4,12,sochi,button,97.701,q2,2.283999999999992
2016,4,13,sochi,hulkenberg,97.771,q2,2.353999999999999
2016,4,14,sochi,alonso,97.807,q2,2.3900000000000006
2016,4,15,sochi,grosjean,98.055,q2,2.6380000000000052
2016,4,16,sochi,gutierrez,98.115,q2,2.6979999999999933
2016,4,17,sochi,kevin_magnussen,98.914,q1,3.497
2016,4,18,sochi,jolyon_palmer,99.009,q1,3.5919999999999987
2016,4,19,sochi,nasr,99.018,q1,3.600999999999999
2016,4,2,sochi,vettel,96.123,q3,0.7060000000000031
2016,4,20,sochi,wehrlein,99.399,q1,3.9819999999999993
2016,4,21,sochi,haryanto,99.463,q1,4.045999999999992
2016,4,22,sochi,ericsson,99.519,q1,4.102000000000004
2016,4,3,sochi,bottas,96.536,q3,1.1189999999999998
2016,4,4,sochi,raikkonen,96.663,q3,1.2459999999999951
2016,4,5,sochi,massa,97.016,q3,1.5990000000000038
2016,4,6,sochi,ricciardo,97.125,q3,1.7079999999999984
2016,4,7,sochi,perez,97.212,q3,1.7950000000000017
2016,4,8,sochi,kvyat,97.459,q3,2.0420000000000016
2016,4,9,sochi,max_verstappen,97.583,q3,2.165999999999997
2016,5,1,catalunya,hamilton,82.0,q3,0.0
2016,5,10,catalunya,alonso,83.981,q3,1.9809999999999945
2016,5,11,catalunya,hulkenberg,84.203,q2,2.203000000000003
2016,5,12,catalunya,button,84.348,q2,2.347999999999999
2016,5,13,catalunya,kvyat,84.445,q2,2.444999999999993
2016,5,14,catalunya,grosjean,84.48,q2,2.480000000000004
2016,5,15,catalunya,kevin_magnussen,84.625,q2,2.625
2016,5,16,catalunya,gutierrez,84.778,q2,2.778000000000006
2016,5,17,catalunya,jolyon_palmer,84.903,q1,2.903000000000006
2016,5,18,catalunya,massa,84.941,q1,2.9410000000000025
2016,5,19,catalunya,ericsson,85.202,q1,3.201999999999998
2016,5,2,catalunya,rosberg,82.28,q3,0.28000000000000114
2016,5,20,catalunya,nasr,85.579,q1,3.5789999999999935
2016,5,21,catalunya,wehrlein,85.745,q1,3.7450000000000045
2016,5,22,catalunya,haryanto,85.939,q1,3.938999999999993
2016,5,3,catalunya,ricciardo,82.68,q3,0.6800000000000068
2016,5,4,catalunya,max_verstappen,83.087,q3,1.0870000000000033
2016,5,5,catalunya,raikkonen,83.113,q3,1.1129999999999995
2016,5,6,catalunya,vettel,83.334,q3,1.3340000000000032
2016,5,7,catalunya,bottas,83.522,q3,1.5220000000000056
2016,5,8,catalunya,sainz,83.643,q3,1.6430000000000007
2016,5,9,catalunya,perez,83.782,q3,1.7819999999999965
2016,6,1,monaco,ricciardo,73.622,q3,0.0
2016,6,10,monaco,alonso,75.363,q3,1.7409999999999997
2016,6,11,monaco,bottas,75.273,q2,1.6509999999999962
2016,6,12,monaco,gutierrez,75.293,q2,1.6710000000000065
2016,6,13,monaco,button,75.352,q2,1.730000000000004
2016,6,14,monaco,massa,75.385,q2,1.7630000000000052
2016,6,15,monaco,grosjean,75.571,q2,1.948999999999998
2016,6,16,monaco,kevin_magnussen,76.058,q2,2.436000000000007
2016,6,17,monaco,ericsson,76.299,q1,2.6770000000000067
2016,6,18,monaco,jolyon_palmer,76.586,q1,2.9639999999999986
2016,6,19,monaco,haryanto,77.295,q1,3.673000000000002
2016,6,2,monaco,rosberg,73.791,q3,0.16899999999999693
2016,6,20,monaco,wehrlein,77.452,q1,3.8299999999999983
2016,6,21,monaco,max_verstappen,82.467,q1,8.844999999999999
2016,6,22,monaco,nasr,,,0.0
2016,6,3,monaco,hamilton,73.942,q3,0.0
2016,6,4,monaco,vettel,74.552,q3,9.455000000000013
2016,6,5,monaco,hulkenberg,74.726,q3,9.629000000000005
2016,6,6,monaco,raikkonen,74.732,q3,9.635000000000005
2016,6,7,monaco,sainz,74.749,q3,9.652000000000001
2016,6,8,monaco,perez,74.902,q3,9.805000000000007
2016,6,9,monaco,kvyat,75.273,q3,10.176000000000002
2016,7,1,villeneuve,hamilton,72.812,q3,0.0
2016,7,10,villeneuve,alonso,74.338,q3,1.5259999999999962
2016,7,11,villeneuve,perez,74.317,q2,1.5049999999999955
2016,7,12,villeneuve,button,74.437,q2,1.625
2016,7,13,villeneuve,kvyat,74.457,q2,1.644999999999996
2016,7,14,villeneuve,gutierrez,74.571,q2,1.7590000000000003
2016,7,15,villeneuve,grosjean,74.803,q2,1.9909999999999997
2016,7,16,villeneuve,sainz,81.956,q2,9.144000000000005
2016,7,17,villeneuve,jolyon_palmer,75.459,q1,2.6470000000000056
2016,7,18,villeneuve,wehrlein,75.599,q1,2.787000000000006
2016,7,19,villeneuve,ericsson,75.635,q1,2.8230000000000075
2016,7,2,villeneuve,rosberg,72.874,q3,0.06199999999999761
2016,7,20,villeneuve,nasr,76.663,q1,3.850999999999999
2016,7,21,villeneuve,haryanto,77.052,q1,4.240000000000009
2016,7,3,villeneuve,vettel,72.99,q3,0.17799999999999727
2016,7,4,villeneuve,ricciardo,73.166,q3,0.3539999999999992
2016,7,5,villeneuve,max_verstappen,73.414,q3,0.6020000000000039
2016,7,6,villeneuve,raikkonen,73.579,q3,0.7669999999999959
2016,7,7,villeneuve,bottas,73.67,q3,0.8580000000000041
2016,7,8,villeneuve,massa,73.769,q3,0.9570000000000078
2016,7,9,villeneuve,hulkenberg,73.952,q3,1.1400000000000006
2016,8,1,baku,rosberg,102.758,q3,0.0
2016,8,10,baku,hamilton,121.954,q3,19.195999999999998
2016,8,11,baku,grosjean,104.755,q2,1.9969999999999999
2016,8,12,baku,hulkenberg,104.824,q2,2.0660000000000025
2016,8,13,baku,sainz,105.0,q2,2.2420000000000044
2016,8,14,baku,alonso,105.27,q2,2.5120000000000005
2016,8,15,baku,gutierrez,105.349,q2,2.591000000000008
2016,8,16,baku,nasr,106.048,q2,3.2900000000000063
2016,8,17,baku,haryanto,105.665,q1,2.9070000000000107
2016,8,18,baku,wehrlein,105.75,q1,2.9920000000000044
2016,8,19,baku,button,105.804,q1,3.0460000000000065
2016,8,2,baku,perez,103.515,q3,0.757000000000005
2016,8,20,baku,ericsson,106.231,q1,3.472999999999999
2016,8,21,baku,kevin_magnussen,106.348,q1,3.5900000000000034
2016,8,22,baku,jolyon_palmer,106.394,q1,3.63600000000001
2016,8,3,baku,ricciardo,103.966,q3,1.2079999999999984
2016,8,4,baku,vettel,103.966,q3,1.2079999999999984
2016,8,5,baku,raikkonen,104.269,q3,1.51100000000001
2016,8,6,baku,massa,104.483,q3,1.7250000000000085
2016,8,7,baku,kvyat,104.717,q3,1.9590000000000032
2016,8,8,baku,bottas,105.246,q3,2.4879999999999995
2016,8,9,baku,max_verstappen,105.57,q3,2.8119999999999976
2016,9,1,red_bull_ring,hamilton,67.922,q3,0.0
2016,9,10,red_bull_ring,massa,71.977,q3,4.055000000000007
2016,9,11,red_bull_ring,gutierrez,67.578,q2,-0.3439999999999941
2016,9,12,red_bull_ring,wehrlein,67.7,q2,-0.2219999999999942
2016,9,13,red_bull_ring,grosjean,67.85,q2,-0.07200000000000273
2016,9,14,red_bull_ring,alonso,68.154,q2,0.23199999999999932
2016,9,15,red_bull_ring,sainz,67.618,q1,-0.30400000000000205
2016,9,16,red_bull_ring,perez,67.657,q1,-0.26500000000000057
2016,9,17,red_bull_ring,kevin_magnussen,67.941,q1,0.019000000000005457
2016,9,18,red_bull_ring,jolyon_palmer,67.965,q1,0.043000000000006366
2016,9,19,red_bull_ring,haryanto,68.026,q1,0.1039999999999992
2016,9,2,red_bull_ring,rosberg,68.465,q3,0.5430000000000064
2016,9,20,red_bull_ring,kvyat,68.409,q1,0.487000000000009
2016,9,21,red_bull_ring,ericsson,68.418,q1,0.4960000000000093
2016,9,22,red_bull_ring,nasr,68.446,q1,0.5240000000000009
2016,9,3,red_bull_ring,hulkenberg,69.285,q3,1.3629999999999995
2016,9,4,red_bull_ring,vettel,69.781,q3,1.8590000000000089
2016,9,5,red_bull_ring,button,69.9,q3,1.9780000000000086
2016,9,6,red_bull_ring,raikkonen,69.901,q3,1.9789999999999992
2016,9,7,red_bull_ring,ricciardo,69.98,q3,2.058000000000007
2016,9,8,red_bull_ring,bottas,70.44,q3,2.5180000000000007
2016,9,9,red_bull_ring,max_verstappen,71.153,q3,3.2310000000000088
2016,10,1,silverstone,hamilton,89.287,q3,0.0
2016,10,10,silverstone,alonso,92.343,q3,3.0559999999999974
2016,10,11,silverstone,perez,91.875,q2,2.587999999999994
2016,10,12,silverstone,massa,92.002,q2,2.714999999999989
2016,10,13,silverstone,grosjean,92.05,q2,2.762999999999991
2016,10,14,silverstone,gutierrez,92.241,q2,2.9539999999999935
2016,10,15,silverstone,kvyat,92.306,q2,3.0189999999999912
2016,10,16,silverstone,kevin_magnussen,97.06,q2,7.772999999999996
2016,10,17,silverstone,button,92.788,q1,3.5009999999999906
2016,10,18,silverstone,jolyon_palmer,92.905,q1,3.617999999999995
2016,10,19,silverstone,haryanto,93.098,q1,3.810999999999993
2016,10,2,silverstone,rosberg,89.606,q3,0.3189999999999884
2016,10,20,silverstone,wehrlein,93.151,q1,3.86399999999999
2016,10,21,silverstone,nasr,93.544,q1,4.256999999999991
2016,10,3,silverstone,max_verstappen,90.313,q3,1.0259999999999962
2016,10,4,silverstone,ricciardo,90.618,q3,1.3309999999999889
2016,10,5,silverstone,raikkonen,90.881,q3,1.593999999999994
2016,10,6,silverstone,vettel,91.49,q3,2.2029999999999887
2016,10,7,silverstone,bottas,91.557,q3,2.269999999999996
2016,10,8,silverstone,sainz,91.989,q3,2.701999999999998
2016,10,9,silverstone,hulkenberg,92.172,q3,2.884999999999991
2016,11,1,hungaroring,rosberg,79.965,q3,0.0
2016,11,10,hungaroring,bottas,82.182,q3,2.2169999999999987
2016,11,11,hungaroring,grosjean,84.941,q2,4.975999999999999
2016,11,12,hungaroring,kvyat,85.301,q2,5.3359999999999985
2016,11,13,hungaroring,perez,85.416,q2,5.450999999999993
2016,11,14,hungaroring,raikkonen,85.435,q2,5.469999999999999
2016,11,15,hungaroring,gutierrez,86.189,q2,6.2239999999999895
2016,11,16,hungaroring,nasr,87.063,q2,7.097999999999999
2016,11,17,hungaroring,jolyon_palmer,103.965,q1,24.0
2016,11,18,hungaroring,massa,103.999,q1,24.033999999999992
2016,11,19,hungaroring,kevin_magnussen,104.543,q1,24.578000000000003
2016,11,2,hungaroring,hamilton,80.108,q3,0.14300000000000068
2016,11,20,hungaroring,ericsson,106.984,q1,27.01899999999999
2016,11,21,hungaroring,wehrlein,107.343,q1,27.378
2016,11,22,hungaroring,haryanto,110.189,q1,30.22399999999999
2016,11,3,hungaroring,ricciardo,80.28,q3,0.3149999999999977
2016,11,4,hungaroring,max_verstappen,80.557,q3,0.5919999999999987
2016,11,5,hungaroring,vettel,80.874,q3,0.9089999999999918
2016,11,6,hungaroring,sainz,81.131,q3,1.1659999999999968
2016,11,7,hungaroring,alonso,81.211,q3,1.2459999999999951
2016,11,8,hungaroring,button,81.597,q3,1.6319999999999908
2016,11,9,hungaroring,hulkenberg,81.823,q3,1.8579999999999899
2016,12,1,hockenheimring,rosberg,74.363,q3,0.0
2016,12,10,hockenheimring,massa,75.615,q3,1.2519999999999953
2016,12,11,hockenheimring,gutierrez,75.883,q2,1.519999999999996
2016,12,12,hockenheimring,button,75.909,q2,1.5460000000000065
2016,12,13,hockenheimring,sainz,75.989,q2,1.6260000000000048
2016,12,14,hockenheimring,alonso,76.041,q2,1.6779999999999973
2016,12,15,hockenheimring,grosjean,76.086,q2,1.722999999999999
2016,12,16,hockenheimring,jolyon_palmer,76.665,q2,2.3020000000000067
2016,12,17,hockenheimring,kevin_magnussen,76.716,q1,2.3529999999999944
2016,12,18,hockenheimring,wehrlein,76.717,q1,2.353999999999999
2016,12,19,hockenheimring,kvyat,76.876,q1,2.5130000000000052
2016,12,2,hockenheimring,hamilton,74.47,q3,0.10699999999999932
2016,12,20,hockenheimring,haryanto,76.977,q1,2.6140000000000043
2016,12,21,hockenheimring,nasr,77.123,q1,2.760000000000005
2016,12,22,hockenheimring,ericsson,77.238,q1,2.875
2016,12,3,hockenheimring,ricciardo,74.726,q3,0.36299999999999955
2016,12,4,hockenheimring,max_verstappen,74.834,q3,0.47100000000000364
2016,12,5,hockenheimring,raikkonen,75.142,q3,0.7789999999999964
2016,12,6,hockenheimring,vettel,75.315,q3,0.9519999999999982
2016,12,7,hockenheimring,hulkenberg,75.51,q3,1.1470000000000056
2016,12,8,hockenheimring,bottas,75.53,q3,1.1670000000000016
2016,12,9,hockenheimring,perez,75.537,q3,1.1740000000000066
2016,13,1,spa,rosberg,106.744,q3,0.0
2016,13,10,spa,massa,108.263,q3,1.5190000000000055
2016,13,11,spa,grosjean,108.316,q2,1.5720000000000027
2016,13,12,spa,kevin_magnussen,108.485,q2,1.7409999999999997
2016,13,13,spa,gutierrez,108.598,q2,1.8539999999999992
2016,13,14,spa,jolyon_palmer,108.888,q2,2.1440000000000055
2016,13,15,spa,sainz,109.038,q2,2.293999999999997
2016,13,16,spa,wehrlein,109.32,q2,2.5759999999999934
2016,13,17,spa,nasr,108.949,q1,2.2049999999999983
2016,13,18,spa,ocon,109.05,q1,2.3059999999999974
2016,13,19,spa,kvyat,109.058,q1,2.314000000000007
2016,13,2,spa,max_verstappen,106.893,q3,0.1490000000000009
2016,13,20,spa,ericsson,109.071,q1,2.326999999999998
2016,13,21,spa,hamilton,110.033,q1,3.2890000000000015
2016,13,3,spa,raikkonen,106.91,q3,0.16599999999999682
2016,13,4,spa,vettel,107.108,q3,0.3640000000000043
2016,13,5,spa,ricciardo,107.216,q3,0.4719999999999942
2016,13,6,spa,perez,107.407,q3,0.6629999999999967
2016,13,7,spa,hulkenberg,107.543,q3,0.7990000000000066
2016,13,8,spa,bottas,107.612,q3,0.867999999999995
2016,13,9,spa,button,108.114,q3,1.3700000000000045
2016,14,1,monza,hamilton,81.135,q3,0.0
2016,14,10,monza,gutierrez,83.184,q3,2.0489999999999924
2016,14,11,monza,massa,82.967,q2,1.8319999999999936
2016,14,12,monza,grosjean,83.092,q2,1.9569999999999936
2016,14,13,monza,alonso,83.273,q2,2.137999999999991
2016,14,14,monza,wehrlein,83.315,q2,2.1799999999999926
2016,14,15,monza,button,83.399,q2,2.263999999999996
2016,14,16,monza,sainz,83.496,q2,2.36099999999999
2016,14,17,monza,kvyat,83.825,q1,2.6899999999999977
2016,14,18,monza,nasr,83.956,q1,2.820999999999998
2016,14,19,monza,ericsson,84.087,q1,2.951999999999998
2016,14,2,monza,rosberg,81.613,q3,0.47799999999999443
2016,14,20,monza,jolyon_palmer,84.23,q1,3.094999999999999
2016,14,21,monza,kevin_magnussen,84.436,q1,3.301000000000002
2016,14,3,monza,vettel,81.972,q3,0.8369999999999891
2016,14,4,monza,raikkonen,82.065,q3,0.9299999999999926
2016,14,5,monza,bottas,82.388,q3,1.2530000000000001
2016,14,6,monza,ricciardo,82.389,q3,1.2539999999999907
2016,14,7,monza,max_verstappen,82.411,q3,1.2759999999999962
2016,14,8,monza,perez,82.814,q3,1.6789999999999878
2016,14,9,monza,hulkenberg,82.836,q3,1.7009999999999934
2016,15,1,marina_bay,rosberg,102.584,q3,0.0
2016,15,10,marina_bay,perez,104.582,q3,1.9979999999999905
2016,15,11,marina_bay,bottas,104.74,q2,2.1559999999999917
2016,15,12,marina_bay,massa,104.991,q2,2.4069999999999965
2016,15,13,marina_bay,button,105.144,q2,2.5600000000000023
2016,15,14,marina_bay,gutierrez,105.593,q2,3.0090000000000003
2016,15,15,marina_bay,grosjean,105.723,q2,3.138999999999996
2016,15,16,marina_bay,ericsson,107.827,q2,5.242999999999995
2016,15,17,marina_bay,kevin_magnussen,106.825,q1,4.241
2016,15,18,marina_bay,nasr,106.86,q1,4.275999999999996
2016,15,19,marina_bay,jolyon_palmer,106.96,q1,4.375999999999991
2016,15,2,marina_bay,ricciardo,103.115,q3,0.5309999999999917
2016,15,20,marina_bay,wehrlein,107.667,q1,5.082999999999998
2016,15,21,marina_bay,ocon,108.296,q1,5.712000000000003
2016,15,22,marina_bay,vettel,109.116,q1,6.5319999999999965
2016,15,3,marina_bay,hamilton,103.288,q3,0.7039999999999935
2016,15,4,marina_bay,max_verstappen,103.328,q3,0.7439999999999998
2016,15,5,marina_bay,raikkonen,103.54,q3,0.9560000000000031
2016,15,6,marina_bay,sainz,104.197,q3,1.6129999999999995
2016,15,7,marina_bay,kvyat,104.469,q3,1.884999999999991
2016,15,8,marina_bay,hulkenberg,104.479,q3,1.894999999999996
2016,15,9,marina_bay,alonso,104.553,q3,1.968999999999994
2016,16,1,sepang,hamilton,92.85,q3,0.0
2016,16,10,sepang,massa,94.671,q3,1.8210000000000122
2016,16,11,sepang,bottas,94.577,q2,1.7270000000000039
2016,16,12,sepang,grosjean,95.001,q2,2.1510000000000105
2016,16,13,sepang,gutierrez,95.097,q2,2.247
2016,16,14,sepang,kevin_magnussen,95.277,q2,2.4270000000000067
2016,16,15,sepang,kvyat,95.369,q2,2.5190000000000055
2016,16,16,sepang,sainz,95.374,q2,2.524000000000001
2016,16,17,sepang,ericsson,95.816,q1,2.966000000000008
2016,16,18,sepang,nasr,95.949,q1,3.0990000000000038
2016,16,19,sepang,jolyon_palmer,95.999,q1,3.149000000000001
2016,16,2,sepang,rosberg,93.264,q3,0.4140000000000015
2016,16,20,sepang,ocon,96.451,q1,3.600999999999999
2016,16,21,sepang,wehrlein,96.587,q1,3.737000000000009
2016,16,22,sepang,alonso,97.155,q1,4.305000000000007
2016,16,3,sepang,max_verstappen,93.42,q3,0.5700000000000074
2016,16,4,sepang,ricciardo,93.467,q3,0.6170000000000044
2016,16,5,sepang,vettel,93.584,q3,0.7340000000000089
2016,16,6,sepang,raikkonen,93.632,q3,0.7820000000000107
2016,16,7,sepang,perez,94.319,q3,1.4690000000000083
2016,16,8,sepang,hulkenberg,94.489,q3,1.63900000000001
2016,16,9,sepang,button,94.518,q3,1.6680000000000064
2016,17,1,suzuka,rosberg,90.647,q3,0.0
2016,17,10,suzuka,gutierrez,92.547,q3,1.8999999999999915
2016,17,11,suzuka,bottas,92.315,q2,1.6679999999999922
2016,17,12,suzuka,massa,92.38,q2,1.7329999999999899
2016,17,13,suzuka,kvyat,92.623,q2,1.975999999999999
2016,17,14,suzuka,sainz,92.685,q2,2.0379999999999967
2016,17,15,suzuka,alonso,92.689,q2,2.0419999999999874
2016,17,16,suzuka,jolyon_palmer,92.807,q2,2.1599999999999966
2016,17,17,suzuka,button,92.851,q1,2.2039999999999935
2016,17,18,suzuka,kevin_magnussen,93.023,q1,2.3759999999999906
2016,17,19,suzuka,ericsson,93.222,q1,2.5749999999999886
2016,17,2,suzuka,hamilton,90.66,q3,0.012999999999991019
2016,17,20,suzuka,nasr,93.332,q1,2.684999999999988
2016,17,21,suzuka,ocon,93.353,q1,2.705999999999989
2016,17,22,suzuka,wehrlein,93.561,q1,2.9140000000000015
2016,17,3,suzuka,raikkonen,90.949,q3,0.3019999999999925
2016,17,4,suzuka,vettel,91.028,q3,0.3810000000000002
2016,17,5,suzuka,max_verstappen,91.178,q3,0.5309999999999917
2016,17,6,suzuka,ricciardo,91.24,q3,0.5929999999999893
2016,17,7,suzuka,perez,91.961,q3,1.313999999999993
2016,17,8,suzuka,grosjean,91.961,q3,1.313999999999993
2016,17,9,suzuka,hulkenberg,92.142,q3,1.4949999999999903
2016,18,1,americas,hamilton,94.999,q3,0.0
2016,18,10,americas,sainz,97.326,q3,2.326999999999998
2016,18,11,americas,perez,97.353,q2,2.353999999999999
2016,18,12,americas,alonso,97.417,q2,2.4180000000000064
2016,18,13,americas,kvyat,97.48,q2,2.4810000000000088
2016,18,14,americas,gutierrez,97.773,q2,2.774000000000001
2016,18,15,americas,jolyon_palmer,97.935,q2,2.936000000000007
2016,18,16,americas,ericsson,99.356,q2,4.356999999999999
2016,18,17,americas,grosjean,98.308,q1,3.3090000000000117
2016,18,18,americas,kevin_magnussen,98.317,q1,3.317999999999998
2016,18,19,americas,button,98.327,q1,3.328000000000003
2016,18,2,americas,rosberg,95.215,q3,0.21600000000000819
2016,18,20,americas,wehrlein,98.548,q1,3.5490000000000066
2016,18,21,americas,nasr,98.583,q1,3.584000000000003
2016,18,22,americas,ocon,98.806,q1,3.807000000000002
2016,18,3,americas,ricciardo,95.509,q3,0.5100000000000051
2016,18,4,americas,max_verstappen,95.747,q3,0.7480000000000047
2016,18,5,americas,raikkonen,96.131,q3,1.132000000000005
2016,18,6,americas,vettel,96.358,q3,1.3590000000000089
2016,18,7,americas,hulkenberg,96.628,q3,1.6290000000000049
2016,18,8,americas,bottas,97.116,q3,2.1170000000000044
2016,18,9,americas,massa,97.269,q3,2.2700000000000102
2016,19,1,rodriguez,hamilton,78.704,q3,0.0
2016,19,10,rodriguez,sainz,80.378,q3,1.6740000000000066
2016,19,11,rodriguez,alonso,80.282,q2,1.578000000000003
2016,19,12,rodriguez,perez,80.287,q2,1.5830000000000126
2016,19,13,rodriguez,button,80.673,q2,1.9690000000000083
2016,19,14,rodriguez,kevin_magnussen,81.131,q2,2.4270000000000067
2016,19,15,rodriguez,ericsson,81.536,q2,2.832000000000008
2016,19,16,rodriguez,wehrlein,81.785,q2,3.081000000000003
2016,19,17,rodriguez,gutierrez,81.401,q1,2.6970000000000027
2016,19,18,rodriguez,kvyat,81.454,q1,2.75
2016,19,19,rodriguez,nasr,81.692,q1,2.9879999999999995
2016,19,2,rodriguez,rosberg,78.958,q3,0.2540000000000049
2016,19,20,rodriguez,ocon,81.881,q1,3.1770000000000067
2016,19,21,rodriguez,grosjean,81.916,q1,3.2120000000000033
2016,19,3,rodriguez,max_verstappen,79.054,q3,0.3500000000000085
2016,19,4,rodriguez,ricciardo,79.133,q3,0.42900000000000205
2016,19,5,rodriguez,hulkenberg,79.33,q3,0.6260000000000048
2016,19,6,rodriguez,raikkonen,79.376,q3,0.6720000000000113
2016,19,7,rodriguez,vettel,79.381,q3,0.6770000000000067
2016,19,8,rodriguez,bottas,79.551,q3,0.8470000000000084
2016,19,9,rodriguez,massa,80.032,q3,1.328000000000003
2016,20,1,interlagos,hamilton,70.736,q3,0.0
2016,20,10,interlagos,alonso,72.266,q3,1.5300000000000011
2016,20,11,interlagos,bottas,72.42,q2,1.6839999999999975
2016,20,12,interlagos,gutierrez,72.431,q2,1.6949999999999932
2016,20,13,interlagos,massa,72.521,q2,1.7849999999999966
2016,20,14,interlagos,kvyat,72.726,q2,1.9899999999999949
2016,20,15,interlagos,sainz,72.92,q2,2.1839999999999975
2016,20,16,interlagos,jolyon_palmer,73.258,q2,2.5219999999999914
2016,20,17,interlagos,button,73.276,q1,2.539999999999992
2016,20,18,interlagos,kevin_magnussen,73.41,q1,2.6739999999999924
2016,20,19,interlagos,wehrlein,73.427,q1,2.6910000000000025
2016,20,2,interlagos,rosberg,70.838,q3,0.10199999999998965
2016,20,20,interlagos,ocon,73.432,q1,2.695999999999998
2016,20,21,interlagos,ericsson,73.623,q1,2.8870000000000005
2016,20,22,interlagos,nasr,73.681,q1,2.944999999999993
2016,20,3,interlagos,raikkonen,71.404,q3,0.6679999999999922
2016,20,4,interlagos,max_verstappen,71.485,q3,0.7489999999999952
2016,20,5,interlagos,vettel,71.495,q3,0.7590000000000003
2016,20,6,interlagos,ricciardo,71.54,q3,0.804000000000002
2016,20,7,interlagos,grosjean,71.937,q3,1.2009999999999934
2016,20,8,interlagos,hulkenberg,72.104,q3,1.367999999999995
2016,20,9,interlagos,perez,72.165,q3,1.429000000000002
2016,21,1,yas_marina,hamilton,98.755,q3,0.0
2016,21,10,yas_marina,massa,101.213,q3,2.4579999999999984
2016,21,11,yas_marina,bottas,101.084,q2,2.3290000000000077
2016,21,12,yas_marina,button,101.272,q2,2.51700000000001
2016,21,13,yas_marina,gutierrez,101.48,q2,2.7250000000000085
2016,21,14,yas_marina,grosjean,101.564,q2,2.8089999999999975
2016,21,15,yas_marina,jolyon_palmer,101.82,q2,3.0649999999999977
2016,21,16,yas_marina,wehrlein,101.995,q2,3.240000000000009
2016,21,17,yas_marina,kvyat,102.003,q1,3.2480000000000047
2016,21,18,yas_marina,kevin_magnussen,102.142,q1,3.3870000000000005
2016,21,19,yas_marina,nasr,102.247,q1,3.4920000000000044
2016,21,2,yas_marina,rosberg,99.058,q3,0.3030000000000115
2016,21,20,yas_marina,ocon,102.286,q1,3.531000000000006
2016,21,21,yas_marina,sainz,102.393,q1,3.6380000000000052
2016,21,22,yas_marina,ericsson,102.637,q1,3.882000000000005
2016,21,3,yas_marina,ricciardo,99.589,q3,0.8340000000000032
2016,21,4,yas_marina,raikkonen,99.604,q3,0.8490000000000038
2016,21,5,yas_marina,vettel,99.661,q3,0.9060000000000059
2016,21,6,yas_marina,max_verstappen,99.818,q3,1.0630000000000024
2016,21,7,yas_marina,hulkenberg,100.501,q3,1.7460000000000093
2016,21,8,yas_marina,perez,100.519,q3,1.76400000000001
2016,21,9,yas_marina,alonso,101.106,q3,2.350999999999999
2017,1,1,albert_park,hamilton,82.188,q3,0.0
2017,1,10,albert_park,ricciardo,83.989,q2,1.801000000000002
2017,1,11,albert_park,perez,85.081,q2,2.8930000000000007
2017,1,12,albert_park,hulkenberg,85.091,q2,2.9029999999999916
2017,1,13,albert_park,alonso,85.425,q2,3.2369999999999948
2017,1,14,albert_park,ocon,85.568,q2,3.3799999999999955
2017,1,15,albert_park,ericsson,86.465,q2,4.277000000000001
2017,1,16,albert_park,giovinazzi,86.419,q1,4.2309999999999945
2017,1,17,albert_park,kevin_magnussen,86.847,q1,4.658999999999992
2017,1,18,albert_park,vandoorne,86.858,q1,4.670000000000002
2017,1,19,albert_park,stroll,87.143,q1,4.954999999999998
2017,1,2,albert_park,vettel,82.456,q3,0.2680000000000007
2017,1,20,albert_park,jolyon_palmer,88.244,q1,6.055999999999997
2017,1,3,albert_park,bottas,82.481,q3,0.29299999999999216
2017,1,4,albert_park,raikkonen,83.033,q3,0.8449999999999989
2017,1,5,albert_park,max_verstappen,83.485,q3,1.296999999999997
2017,1,6,albert_park,grosjean,84.074,q3,1.8859999999999957
2017,1,7,albert_park,massa,84.443,q3,2.2549999999999955
2017,1,8,albert_park,sainz,84.487,q3,2.2989999999999924
2017,1,9,albert_park,kvyat,84.512,q3,2.323999999999998
2017,2,1,shanghai,hamilton,91.678,q3,0.0
2017,2,10,shanghai,stroll,94.22,q3,2.5420000000000016
2017,2,11,shanghai,sainz,94.15,q2,2.4720000000000084
2017,2,12,shanghai,kevin_magnussen,94.164,q2,2.486000000000004
